Year,Geography,Code,Name,66 + years (%)
2010,wijken,KM,Rijnbuurt,12
2010,wijken,KN,Prinses Irenebuurt e.o.,22.2
2010,wijken,KP,Zuidas,2.7
2010,wijken,KQ,Buitenveldert-West,26
2010,wijken,KR,Buitenveldert-Oost,33.3
2010,wijken,MA,Oostelijk Havengebied,3.8
2010,wijken,MB,Weesperzijde,5.5
2010,wijken,MC,Oosterparkbuurt,6.6
2010,wijken,MD,Transvaalbuurt,6.1
2010,wijken,ME,Dapperbuurt,8.9
2010,wijken,MF,Indische Buurt-West,6.2
2010,wijken,MG,Indische Buurt-Oost,9.4
2010,wijken,MH,Zeeburgereiland/Bovendiep,1.7
2010,wijken,MJ,IJburg-West,2.1
2010,wijken,MK,IJburg-Oost,
2010,wijken,ML,IJburg-Zuid,3.1
2010,wijken,MM,Frankendael,15.5
2010,wijken,MN,Middenmeer,9.5
2010,wijken,MP,Betondorp,25.6
2010,wijken,MQ,Omval/Overamstel,3.3
2010,wijken,NB,Noordelijke IJ-oevers-West,2.3
2010,wijken,NC,Tuindorp Oostzaan,17.9
2010,wijken,ND,Kadoelen,14.1
2010,wijken,NE,Banne Buiksloot,14.3
2010,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,9.6
2010,wijken,NG,Elzenhagen,11.4
2010,wijken,NH,Buikslotermeer,22.9
2010,wijken,NJ,Waterlandpleinbuurt,12.2
2010,wijken,NK,Volewijck,11.8
2010,wijken,NL,IJplein/Vogelbuurt,8.2
2010,wijken,NM,Tuindorp Buiksloot,17.4
2010,wijken,NN,Tuindorp Nieuwendam,22.5
2010,wijken,NP,Noordelijke IJ-oevers-Oost,11.8
2010,wijken,NQ,Waterland,14.2
2010,wijken,SA,Driemond,14
2010,wijken,TA,Amstel III/Bullewijk,3.4
2010,wijken,TB,Venserpolder,7.4
2010,wijken,TC,Amsterdamse Poort e.o.,3.6
2010,wijken,TD,H-buurt,3.4
2010,wijken,TE,Ganzenhoef e.o.,2.5
2010,wijken,TF,Geerdinkhof/Kantershof,19.3
2010,wijken,TG,Bijlmermuseum,4.8
2010,wijken,TH,K-buurt,11.2
2010,wijken,TJ,Holendrecht,11.5
2010,wijken,TK,Nellestein,17.5
2010,wijken,TL,Reigersbos,9.7
2010,wijken,TM,Gein,6.9
2011,wijken,AA,Haarlemmerbuurt,8.6
2011,wijken,AB,Jordaan,10.2
2011,wijken,AC,Grachtengordel-West,9.8
2011,wijken,AD,Burgwallen-Nieuwe Zijde,4.8
2011,wijken,AE,Burgwallen-Oude Zijde,5.4
2011,wijken,AF,Nieuwmarkt/Lastage,9.8
2011,wijken,AG,Grachtengordel-Zuid,10.8
2011,wijken,AH,De Weteringschans,8.4
2011,wijken,AJ,Weesperbuurt/Plantage,14.2
2011,wijken,AK,Oostelijke Eilanden/Kadijken,7.2
2011,wijken,BA,Havens-West,5
2011,wijken,BB,Coenhaven/Minervahaven,10
2011,wijken,EA,Sloterdijk-West,7.6
2011,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,8.6
2011,wijken,EC,Houthavens,2.5
2011,wijken,ED,De Kolenkit,7.7
2011,wijken,EE,Landlust,6.5
2011,wijken,EF,Erasmuspark,6.3
2011,wijken,EG,Centrale Markt,6.9
2011,wijken,EH,Staatsliedenbuurt,6.2
2011,wijken,EJ,Frederik Hendrikbuurt,8.7
2011,wijken,EK,Van Galenbuurt,7.4
2011,wijken,EL,Geuzenbuurt,6.8
2011,wijken,EM,Hoofdweg e.o.,7.8
2011,wijken,EN,Chassébuurt,6.6
2011,wijken,EP,Bellamybuurt,6.7
2011,wijken,EQ,Da Costabuurt,8.4
2011,wijken,ER,Westindische Buurt,7.5
2011,wijken,ES,Van Lennepbuurt,9.3
2011,wijken,ET,Overtoomse Sluis,5.7
2011,wijken,EU,Helmersbuurt,6.3
2011,wijken,EV,Vondelparkbuurt,14.1
2011,wijken,FA,Sloterdijk Nieuw-West,6.9
2011,wijken,FB,Geuzenveld,10.7
2011,wijken,FC,Slotermeer-West,11.1
2011,wijken,FD,Slotermeer-Noordoost,9.8
2011,wijken,FE,Slotermeer-Zuidoost,13.9
2011,wijken,FF,Lutkemeer/Ookmeer,9.8
2011,wijken,FG,De Aker,8.2
2011,wijken,FH,De Punt,16.5
2011,wijken,FJ,Osdorp-Midden,11.6
2011,wijken,FK,Osdorp-Oost,21.4
2011,wijken,FL,Slotervaart-Noord,15.4
2011,wijken,FM,Overtoomse Veld,9.2
2011,wijken,FN,Slotervaart-Zuid,17.1
2011,wijken,FP,Westlandgracht,9.3
2011,wijken,FQ,Sloten/Nieuw-Sloten,9.9
2011,wijken,KA,Hoofddorppleinbuurt,8.2
2011,wijken,KB,Schinkelbuurt,9
2011,wijken,KC,Willemspark,8.9
2011,wijken,KD,Museumkwartier,13.1
2011,wijken,KE,Oude Pijp,5.4
2011,wijken,KF,Nieuwe Pijp,9.3
2011,wijken,KG,Zuid Pijp,10.7
2011,wijken,KH,Stadionbuurt,11.1
2011,wijken,KJ,Apollobuurt,14.7
2011,wijken,KK,Scheldebuurt,12.4
2011,wijken,KL,IJselbuurt,9.8
2011,wijken,KM,Rijnbuurt,11.9
2011,wijken,KN,Prinses Irenebuurt e.o.,22.4
2011,wijken,KP,Zuidas,1.6
2011,wijken,KQ,Buitenveldert-West,26
2011,wijken,KR,Buitenveldert-Oost,32.7
2011,wijken,MA,Oostelijk Havengebied,4.1
2011,wijken,MB,Weesperzijde,5.8
2011,wijken,MC,Oosterparkbuurt,7
2011,wijken,MD,Transvaalbuurt,6.3
2011,wijken,ME,Dapperbuurt,8.7
2011,wijken,MF,Indische Buurt-West,6.2
2011,wijken,MG,Indische Buurt-Oost,9.7
2011,wijken,MH,Zeeburgereiland/Bovendiep,1.3
2011,wijken,MJ,IJburg-West,2.3
2011,wijken,MK,IJburg-Oost,
2011,wijken,ML,IJburg-Zuid,2.7
2011,wijken,MM,Frankendael,14.3
2011,wijken,MN,Middenmeer,9.7
2011,wijken,MP,Betondorp,24.1
2011,wijken,MQ,Omval/Overamstel,3.6
2011,wijken,NA,Oostzanerwerf,13.2
2011,wijken,NB,Noordelijke IJ-oevers-West,2.9
2011,wijken,NC,Tuindorp Oostzaan,17.8
2011,wijken,ND,Kadoelen,14.5
2011,wijken,NE,Banne Buiksloot,13.9
2011,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,9.8
2011,wijken,NG,Elzenhagen,10.5
2011,wijken,NH,Buikslotermeer,22.2
2011,wijken,NJ,Waterlandpleinbuurt,12.1
2011,wijken,NK,Volewijck,11.5
2011,wijken,NL,IJplein/Vogelbuurt,8.3
2011,wijken,NM,Tuindorp Buiksloot,17.1
2011,wijken,NN,Tuindorp Nieuwendam,22.6
2011,wijken,NP,Noordelijke IJ-oevers-Oost,14.6
2011,wijken,NQ,Waterland,14.9
2011,wijken,SA,Driemond,13.7
2011,wijken,TA,Amstel III/Bullewijk,3.2
2011,wijken,TB,Venserpolder,7.3
2011,wijken,TC,Amsterdamse Poort e.o.,4
2011,wijken,TD,H-buurt,3.3
2011,wijken,TE,Ganzenhoef e.o.,2.6
2011,wijken,TF,Geerdinkhof/Kantershof,15.2
2011,wijken,TG,Bijlmermuseum,6.2
2011,wijken,TH,K-buurt,11.1
2011,wijken,TJ,Holendrecht,11.8
2011,wijken,TK,Nellestein,17.2
2011,wijken,TL,Reigersbos,10.1
2011,wijken,TM,Gein,7.2
2012,wijken,AA,Haarlemmerbuurt,9.2
2012,wijken,AB,Jordaan,10.5
2012,wijken,AC,Grachtengordel-West,10.6
2012,wijken,AD,Burgwallen-Nieuwe Zijde,5
2012,wijken,AE,Burgwallen-Oude Zijde,6
2012,wijken,AF,Nieuwmarkt/Lastage,10.4
2012,wijken,AG,Grachtengordel-Zuid,11
2012,wijken,AH,De Weteringschans,8.5
2012,wijken,AJ,Weesperbuurt/Plantage,14.2
2012,wijken,AK,Oostelijke Eilanden/Kadijken,7.7
2012,wijken,BA,Havens-West,4.5
2012,wijken,BB,Coenhaven/Minervahaven,10
2012,wijken,EA,Sloterdijk-West,6.7
2012,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,8.6
2012,wijken,EC,Houthavens,2.9
2012,wijken,ED,De Kolenkit,7.7
2012,wijken,EE,Landlust,6.6
2012,wijken,EF,Erasmuspark,6.1
2012,wijken,EG,Centrale Markt,7.3
2012,wijken,EH,Staatsliedenbuurt,6.3
2012,wijken,EJ,Frederik Hendrikbuurt,8.6
2012,wijken,EK,Van Galenbuurt,7.4
2012,wijken,EL,Geuzenbuurt,6.9
2012,wijken,EM,Hoofdweg e.o.,7.6
2012,wijken,EN,Chassébuurt,6.7
2012,wijken,EP,Bellamybuurt,6.4
2012,wijken,EQ,Da Costabuurt,8.4
2012,wijken,ER,Westindische Buurt,7.6
2012,wijken,ES,Van Lennepbuurt,9.2
2012,wijken,ET,Overtoomse Sluis,5.8
2012,wijken,EU,Helmersbuurt,6.5
2012,wijken,EV,Vondelparkbuurt,14.7
2012,wijken,FA,Sloterdijk Nieuw-West,5.8
2012,wijken,FB,Geuzenveld,10.3
2012,wijken,FC,Slotermeer-West,10.7
2012,wijken,FD,Slotermeer-Noordoost,9.3
2012,wijken,FE,Slotermeer-Zuidoost,13.6
2012,wijken,FF,Lutkemeer/Ookmeer,10.1
2012,wijken,FG,De Aker,8.4
2012,wijken,FH,De Punt,15.1
2012,wijken,FJ,Osdorp-Midden,11.2
2012,wijken,FK,Osdorp-Oost,20.6
2012,wijken,FL,Slotervaart-Noord,14.6
2012,wijken,FM,Overtoomse Veld,9.1
2012,wijken,FN,Slotervaart-Zuid,16.1
2012,wijken,FP,Westlandgracht,9.2
2012,wijken,FQ,Sloten/Nieuw-Sloten,10.2
2012,wijken,KA,Hoofddorppleinbuurt,8.1
2012,wijken,KB,Schinkelbuurt,8.4
2012,wijken,KC,Willemspark,8.9
2012,wijken,KD,Museumkwartier,13.8
2012,wijken,KE,Oude Pijp,5.6
2012,wijken,KF,Nieuwe Pijp,9.5
2012,wijken,KG,Zuid Pijp,10.9
2012,wijken,KH,Stadionbuurt,11
2012,wijken,KJ,Apollobuurt,14.8
2012,wijken,KK,Scheldebuurt,12.3
2012,wijken,KL,IJselbuurt,9.8
2012,wijken,KM,Rijnbuurt,11.9
2012,wijken,KN,Prinses Irenebuurt e.o.,23
2012,wijken,KP,Zuidas,2.1
2012,wijken,KQ,Buitenveldert-West,25.3
2012,wijken,KR,Buitenveldert-Oost,31.6
2012,wijken,MA,Oostelijk Havengebied,4.5
2012,wijken,MB,Weesperzijde,6.2
2012,wijken,MC,Oosterparkbuurt,7.3
2012,wijken,MD,Transvaalbuurt,6.3
2012,wijken,ME,Dapperbuurt,9
2012,wijken,MF,Indische Buurt-West,6.3
2012,wijken,MG,Indische Buurt-Oost,9.7
2012,wijken,MH,Zeeburgereiland/Bovendiep,1.9
2012,wijken,MJ,IJburg-West,2.3
2012,wijken,MK,IJburg-Oost,
2012,wijken,ML,IJburg-Zuid,3.1
2012,wijken,MM,Frankendael,13.9
2012,wijken,MN,Middenmeer,9.6
2012,wijken,MP,Betondorp,23.9
2012,wijken,MQ,Omval/Overamstel,4
2012,wijken,NA,Oostzanerwerf,12.8
2012,wijken,NB,Noordelijke IJ-oevers-West,3.1
2012,wijken,NC,Tuindorp Oostzaan,17.4
2012,wijken,ND,Kadoelen,14.7
2012,wijken,NE,Banne Buiksloot,14.3
2012,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,10.2
2012,wijken,NG,Elzenhagen,9.2
2012,wijken,NH,Buikslotermeer,21.4
2012,wijken,NJ,Waterlandpleinbuurt,11.8
2012,wijken,NK,Volewijck,11.4
2012,wijken,NL,IJplein/Vogelbuurt,8.3
2012,wijken,NM,Tuindorp Buiksloot,16.5
2012,wijken,NN,Tuindorp Nieuwendam,22.6
2012,wijken,NP,Noordelijke IJ-oevers-Oost,14.5
2012,wijken,NQ,Waterland,14.7
2012,wijken,SA,Driemond,13.9
2012,wijken,TA,Amstel III/Bullewijk,3.4
2012,wijken,TB,Venserpolder,7.3
2012,wijken,TC,Amsterdamse Poort e.o.,3.8
2012,wijken,TD,H-buurt,3.7
2012,wijken,TE,Ganzenhoef e.o.,3
2012,wijken,TF,Geerdinkhof/Kantershof,15.7
2012,wijken,TG,Bijlmermuseum,6.8
2012,wijken,TH,K-buurt,10.6
2012,wijken,TJ,Holendrecht,11.7
2012,wijken,TK,Nellestein,17.7
2012,wijken,TL,Reigersbos,10.1
2012,wijken,TM,Gein,7.4
2013,wijken,AA,Haarlemmerbuurt,10.5
2013,wijken,AB,Jordaan,11.3
2013,wijken,AC,Grachtengordel-West,11.9
2013,wijken,AD,Burgwallen-Nieuwe Zijde,5.7
2013,wijken,AE,Burgwallen-Oude Zijde,6.2
2013,wijken,AF,Nieuwmarkt/Lastage,11.1
2013,wijken,AG,Grachtengordel-Zuid,11.7
2013,wijken,AH,De Weteringschans,9.4
2013,wijken,AJ,Weesperbuurt/Plantage,14.5
2013,wijken,AK,Oostelijke Eilanden/Kadijken,8.5
2013,wijken,BA,Havens-West,4.4
2013,wijken,BB,Coenhaven/Minervahaven,9.1
2013,wijken,EA,Sloterdijk-West,7.9
2013,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,9.3
2013,wijken,EC,Houthavens,3.8
2013,wijken,ED,De Kolenkit,7.7
2013,wijken,EE,Landlust,6.8
2013,wijken,EF,Erasmuspark,6.2
2013,wijken,EG,Centrale Markt,8.1
2013,wijken,EH,Staatsliedenbuurt,6.7
2013,wijken,EJ,Frederik Hendrikbuurt,8.8
2013,wijken,EK,Van Galenbuurt,6.6
2013,wijken,EL,Geuzenbuurt,7.1
2013,wijken,EM,Hoofdweg e.o.,7.6
2013,wijken,EN,Chassébuurt,6.6
2013,wijken,EP,Bellamybuurt,6.1
2013,wijken,EQ,Da Costabuurt,9.1
2013,wijken,ER,Westindische Buurt,7.7
2013,wijken,ES,Van Lennepbuurt,9.7
2013,wijken,ET,Overtoomse Sluis,6.4
2013,wijken,EU,Helmersbuurt,7.2
2013,wijken,EV,Vondelparkbuurt,15.3
2013,wijken,FA,Sloterdijk Nieuw-West,5.2
2013,wijken,FB,Geuzenveld,10.5
2013,wijken,FC,Slotermeer-West,9.9
2013,wijken,FD,Slotermeer-Noordoost,9.2
2013,wijken,FE,Slotermeer-Zuidoost,13.4
2013,wijken,FF,Lutkemeer/Ookmeer,10.2
2013,wijken,FG,De Aker,8.8
2013,wijken,FH,De Punt,15.2
2013,wijken,FJ,Osdorp-Midden,11.1
2013,wijken,FK,Osdorp-Oost,20.4
2013,wijken,FL,Slotervaart-Noord,14.6
2013,wijken,FM,Overtoomse Veld,9.2
2013,wijken,FN,Slotervaart-Zuid,15.8
2013,wijken,FP,Westlandgracht,8.4
2013,wijken,FQ,Sloten/Nieuw-Sloten,11.1
2013,wijken,KA,Hoofddorppleinbuurt,8.3
2013,wijken,KB,Schinkelbuurt,7
2013,wijken,KC,Willemspark,9.5
2013,wijken,KD,Museumkwartier,14.6
2013,wijken,KE,Oude Pijp,6
2013,wijken,KF,Nieuwe Pijp,9.6
2013,wijken,KG,Zuid Pijp,11.4
2013,wijken,KH,Stadionbuurt,12.4
2013,wijken,KJ,Apollobuurt,15.4
2013,wijken,KK,Scheldebuurt,12.5
2013,wijken,KL,IJselbuurt,10.1
2013,wijken,KM,Rijnbuurt,11.8
2013,wijken,KN,Prinses Irenebuurt e.o.,23.1
2013,wijken,KP,Zuidas,2.3
2013,wijken,KQ,Buitenveldert-West,25.8
2013,wijken,KR,Buitenveldert-Oost,32.3
2013,wijken,MA,Oostelijk Havengebied,5.1
2013,wijken,MB,Weesperzijde,6.6
2013,wijken,MC,Oosterparkbuurt,7.8
2013,wijken,MD,Transvaalbuurt,7
2013,wijken,ME,Dapperbuurt,9.4
2013,wijken,MF,Indische Buurt-West,6.6
2013,wijken,MG,Indische Buurt-Oost,10
2013,wijken,MH,Zeeburgereiland/Bovendiep,2
2013,wijken,MJ,IJburg-West,2.8
2013,wijken,MK,IJburg-Oost,
2013,wijken,ML,IJburg-Zuid,3.2
2013,wijken,MM,Frankendael,14.1
2013,wijken,MN,Middenmeer,9.9
2013,wijken,MP,Betondorp,24.1
2013,wijken,MQ,Omval/Overamstel,4.5
2013,wijken,NA,Oostzanerwerf,12.9
2013,wijken,NB,Noordelijke IJ-oevers-West,5.2
2013,wijken,NC,Tuindorp Oostzaan,17.1
2013,wijken,ND,Kadoelen,15.3
2013,wijken,NE,Banne Buiksloot,14.4
2013,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,11.9
2013,wijken,NG,Elzenhagen,9.4
2013,wijken,NH,Buikslotermeer,21.8
2013,wijken,NJ,Waterlandpleinbuurt,11.8
2013,wijken,NK,Volewijck,11.6
2013,wijken,NL,IJplein/Vogelbuurt,8.8
2013,wijken,NM,Tuindorp Buiksloot,16.8
2013,wijken,NN,Tuindorp Nieuwendam,22.9
2013,wijken,NP,Noordelijke IJ-oevers-Oost,15
2013,wijken,NQ,Waterland,15.8
2013,wijken,SA,Driemond,14.5
2013,wijken,TA,Amstel III/Bullewijk,3
2013,wijken,TB,Venserpolder,7.3
2013,wijken,TC,Amsterdamse Poort e.o.,3.7
2013,wijken,TD,H-buurt,4.1
2013,wijken,TE,Ganzenhoef e.o.,3.3
2013,wijken,TF,Geerdinkhof/Kantershof,16.4
2013,wijken,TG,Bijlmermuseum,7.3
2013,wijken,TH,K-buurt,10.7
2013,wijken,TJ,Holendrecht,12.3
2013,wijken,TK,Nellestein,17.8
2013,wijken,TL,Reigersbos,10.9
2013,wijken,TM,Gein,7.9
2014,wijken,AA,Haarlemmerbuurt,11.4
2014,wijken,AB,Jordaan,12.3
2014,wijken,AC,Grachtengordel-West,13.1
2014,wijken,AD,Burgwallen-Nieuwe Zijde,6.1
2014,wijken,AE,Burgwallen-Oude Zijde,6.9
2014,wijken,AF,Nieuwmarkt/Lastage,11.9
2014,wijken,AG,Grachtengordel-Zuid,12.3
2014,wijken,AH,De Weteringschans,10.2
2014,wijken,AJ,Weesperbuurt/Plantage,14.5
2014,wijken,AK,Oostelijke Eilanden/Kadijken,9.4
2014,wijken,BA,Havens-West,5.4
2014,wijken,BB,Coenhaven/Minervahaven,19
2014,wijken,EA,Sloterdijk-West,9.3
2014,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,9.5
2014,wijken,EC,Houthavens,4.7
2014,wijken,ED,De Kolenkit,7.2
2014,wijken,EE,Landlust,6.9
2014,wijken,EF,Erasmuspark,6.4
2014,wijken,EG,Centrale Markt,8.8
2014,wijken,EH,Staatsliedenbuurt,7
2014,wijken,EJ,Frederik Hendrikbuurt,8.7
2014,wijken,EK,Van Galenbuurt,6.5
2014,wijken,EL,Geuzenbuurt,7.6
2014,wijken,EM,Hoofdweg e.o.,7.8
2014,wijken,EN,Chassébuurt,6.6
2014,wijken,EP,Bellamybuurt,6.1
2014,wijken,EQ,Da Costabuurt,9.6
2014,wijken,ER,Westindische Buurt,7.7
2014,wijken,ES,Van Lennepbuurt,10.1
2014,wijken,ET,Overtoomse Sluis,6.7
2014,wijken,EU,Helmersbuurt,7.6
2014,wijken,EV,Vondelparkbuurt,15.3
2014,wijken,FA,Sloterdijk Nieuw-West,5.4
2014,wijken,FB,Geuzenveld,10.7
2014,wijken,FC,Slotermeer-West,9.6
2014,wijken,FD,Slotermeer-Noordoost,9
2014,wijken,FE,Slotermeer-Zuidoost,13
2014,wijken,FF,Lutkemeer/Ookmeer,12
2014,wijken,FG,De Aker,9.3
2014,wijken,FH,De Punt,14.7
2014,wijken,FJ,Osdorp-Midden,10.8
2014,wijken,FK,Osdorp-Oost,20.1
2014,wijken,FL,Slotervaart-Noord,14.6
2014,wijken,FM,Overtoomse Veld,8.4
2014,wijken,FN,Slotervaart-Zuid,15.8
2014,wijken,FP,Westlandgracht,8.4
2014,wijken,FQ,Sloten/Nieuw-Sloten,11.9
2014,wijken,KA,Hoofddorppleinbuurt,8.6
2014,wijken,KB,Schinkelbuurt,7.4
2014,wijken,KC,Willemspark,9.8
2014,wijken,KD,Museumkwartier,15.3
2014,wijken,KE,Oude Pijp,6.4
2014,wijken,KF,Nieuwe Pijp,9.4
2014,wijken,KG,Zuid Pijp,12
2014,wijken,KH,Stadionbuurt,13.1
2014,wijken,KJ,Apollobuurt,15.9
2014,wijken,KK,Scheldebuurt,12.9
2014,wijken,KL,IJselbuurt,10.5
2014,wijken,KM,Rijnbuurt,12.2
2014,wijken,KN,Prinses Irenebuurt e.o.,23.5
2014,wijken,KP,Zuidas,2.9
2014,wijken,KQ,Buitenveldert-West,25.3
2014,wijken,KR,Buitenveldert-Oost,31.4
2014,wijken,MA,Oostelijk Havengebied,5.6
2014,wijken,MB,Weesperzijde,7.1
2014,wijken,MC,Oosterparkbuurt,8.2
2014,wijken,MD,Transvaalbuurt,7.9
2014,wijken,ME,Dapperbuurt,9.5
2014,wijken,MF,Indische Buurt-West,6.8
2014,wijken,MG,Indische Buurt-Oost,10.3
2014,wijken,MH,Zeeburgereiland/Bovendiep,2.3
2014,wijken,MJ,IJburg-West,3
2014,wijken,MK,IJburg-Oost,
2014,wijken,ML,IJburg-Zuid,3.1
2014,wijken,MM,Frankendael,14.2
2014,wijken,MN,Middenmeer,9.7
2014,wijken,MP,Betondorp,23.6
2014,wijken,MQ,Omval/Overamstel,4.4
2014,wijken,NA,Oostzanerwerf,13.2
2014,wijken,NB,Noordelijke IJ-oevers-West,5.7
2014,wijken,NC,Tuindorp Oostzaan,17
2014,wijken,ND,Kadoelen,15.9
2014,wijken,NE,Banne Buiksloot,14.7
2014,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,12.4
2014,wijken,NG,Elzenhagen,9.3
2014,wijken,NH,Buikslotermeer,21.8
2014,wijken,NJ,Waterlandpleinbuurt,11.9
2014,wijken,NK,Volewijck,11.2
2014,wijken,NL,IJplein/Vogelbuurt,9.1
2014,wijken,NM,Tuindorp Buiksloot,17.4
2014,wijken,NN,Tuindorp Nieuwendam,23
2014,wijken,NP,Noordelijke IJ-oevers-Oost,13.8
2014,wijken,NQ,Waterland,17.3
2014,wijken,SA,Driemond,15.5
2014,wijken,TA,Amstel III/Bullewijk,2.9
2014,wijken,TB,Venserpolder,7.4
2014,wijken,TC,Amsterdamse Poort e.o.,3.8
2014,wijken,TD,H-buurt,4.5
2014,wijken,TE,Ganzenhoef e.o.,3.7
2014,wijken,TF,Geerdinkhof/Kantershof,16.8
2014,wijken,TG,Bijlmermuseum,7.5
2014,wijken,TH,K-buurt,10.6
2014,wijken,TJ,Holendrecht,12.9
2014,wijken,TK,Nellestein,17.9
2014,wijken,TL,Reigersbos,11.6
2014,wijken,TM,Gein,8.7
2015,wijken,AA,Haarlemmerbuurt,12.4
2015,wijken,AB,Jordaan,13
2015,wijken,AC,Grachtengordel-West,14
2015,wijken,AD,Burgwallen-Nieuwe Zijde,6.7
2015,wijken,AE,Burgwallen-Oude Zijde,7
2015,wijken,AF,Nieuwmarkt/Lastage,12.8
2015,wijken,AG,Grachtengordel-Zuid,12.8
2015,wijken,AH,De Weteringschans,10.7
2015,wijken,AJ,Weesperbuurt/Plantage,13.4
2015,wijken,AK,Oostelijke Eilanden/Kadijken,10.2
2015,wijken,BA,Havens-West,6.7
2015,wijken,BB,Coenhaven/Minervahaven,13
2015,wijken,EA,Sloterdijk-West,4.6
2015,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,9.8
2015,wijken,EC,Houthavens,5.1
2015,wijken,ED,De Kolenkit,7.4
2015,wijken,EE,Landlust,7
2015,wijken,EF,Erasmuspark,6.5
2015,wijken,EG,Centrale Markt,8.6
2015,wijken,EH,Staatsliedenbuurt,7.3
2015,wijken,EJ,Frederik Hendrikbuurt,9.1
2015,wijken,EK,Van Galenbuurt,6.3
2015,wijken,EL,Geuzenbuurt,7.7
2015,wijken,EM,Hoofdweg e.o.,8.1
2015,wijken,EN,Chassébuurt,6.9
2015,wijken,EP,Bellamybuurt,6.3
2015,wijken,EQ,Da Costabuurt,9.8
2015,wijken,ER,Westindische Buurt,7.7
2015,wijken,ES,Van Lennepbuurt,10.4
2015,wijken,ET,Overtoomse Sluis,6.8
2015,wijken,EU,Helmersbuurt,8.3
2015,wijken,EV,Vondelparkbuurt,15.9
2015,wijken,FA,Sloterdijk Nieuw-West,6.7
2015,wijken,FB,Geuzenveld,10.4
2015,wijken,FC,Slotermeer-West,9.7
2015,wijken,FD,Slotermeer-Noordoost,8.7
2015,wijken,FE,Slotermeer-Zuidoost,13
2015,wijken,FF,Lutkemeer/Ookmeer,12.8
2015,wijken,FG,De Aker,9.7
2015,wijken,FH,De Punt,14.3
2015,wijken,FJ,Osdorp-Midden,10.5
2015,wijken,FK,Osdorp-Oost,19.9
2015,wijken,FL,Slotervaart-Noord,14.5
2015,wijken,FM,Overtoomse Veld,8.3
2015,wijken,FN,Slotervaart-Zuid,14.6
2015,wijken,FP,Westlandgracht,8.4
2015,wijken,FQ,Sloten/Nieuw-Sloten,12.4
2015,wijken,KA,Hoofddorppleinbuurt,8.5
2015,wijken,KB,Schinkelbuurt,7.4
2015,wijken,KC,Willemspark,10.1
2015,wijken,KD,Museumkwartier,16
2015,wijken,KE,Oude Pijp,6.7
2015,wijken,KF,Nieuwe Pijp,9.3
2015,wijken,KG,Zuid Pijp,12.2
2015,wijken,KH,Stadionbuurt,13.2
2015,wijken,KJ,Apollobuurt,16.4
2015,wijken,KK,Scheldebuurt,13.1
2015,wijken,KL,IJselbuurt,11.1
2015,wijken,KM,Rijnbuurt,12.3
2015,wijken,KN,Prinses Irenebuurt e.o.,23.4
2015,wijken,KP,Zuidas,3.1
2015,wijken,KQ,Buitenveldert-West,24.9
2015,wijken,KR,Buitenveldert-Oost,29.4
2015,wijken,MA,Oostelijk Havengebied,6.1
2015,wijken,MB,Weesperzijde,7.4
2015,wijken,MC,Oosterparkbuurt,8.5
2015,wijken,MD,Transvaalbuurt,8.2
2015,wijken,ME,Dapperbuurt,10.4
2015,wijken,MF,Indische Buurt-West,7
2015,wijken,MG,Indische Buurt-Oost,10.4
2015,wijken,MH,Zeeburgereiland/Bovendiep,2.3
2015,wijken,MJ,IJburg-West,3.3
2015,wijken,MK,IJburg-Oost,
2015,wijken,ML,IJburg-Zuid,3.1
2015,wijken,MM,Frankendael,13.5
2015,wijken,MN,Middenmeer,9.6
2015,wijken,MP,Betondorp,23.2
2015,wijken,MQ,Omval/Overamstel,4.3
2015,wijken,NA,Oostzanerwerf,13.2
2015,wijken,NB,Noordelijke IJ-oevers-West,6.9
2015,wijken,NC,Tuindorp Oostzaan,16.6
2015,wijken,ND,Kadoelen,16.6
2015,wijken,NE,Banne Buiksloot,15.2
2015,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,13.2
2015,wijken,NG,Elzenhagen,7.7
2015,wijken,NH,Buikslotermeer,21.8
2015,wijken,NJ,Waterlandpleinbuurt,12
2015,wijken,NK,Volewijck,11.1
2015,wijken,NL,IJplein/Vogelbuurt,9.5
2015,wijken,NM,Tuindorp Buiksloot,17.4
2015,wijken,NN,Tuindorp Nieuwendam,23.1
2015,wijken,NP,Noordelijke IJ-oevers-Oost,13.4
2015,wijken,NQ,Waterland,18.3
2015,wijken,SA,Driemond,15.1
2015,wijken,TA,Amstel III/Bullewijk,2.9
2015,wijken,TB,Venserpolder,7.7
2015,wijken,TC,Amsterdamse Poort e.o.,4.1
2015,wijken,TD,H-buurt,4.9
2015,wijken,TE,Ganzenhoef e.o.,4.2
2015,wijken,TF,Geerdinkhof/Kantershof,17.3
2015,wijken,TG,Bijlmermuseum,7.6
2015,wijken,TH,K-buurt,10.8
2015,wijken,TJ,Holendrecht,13.6
