Year,Geography,Code,Name,Area total (ha)
2019,wijken,KF,Nieuwe Pijp,54.42
2019,wijken,KG,Zuid Pijp,39.08
2019,wijken,KH,Stadionbuurt,107.38
2019,wijken,KJ,Apollobuurt,94.28
2019,wijken,KK,Scheldebuurt,100.76
2019,wijken,KL,IJselbuurt,29.21
2019,wijken,KM,Rijnbuurt,110.32
2019,wijken,KN,Prinses Irenebuurt e.o.,43.3
2019,wijken,KP,Zuidas,216.67
2019,wijken,KQ,Buitenveldert-West,355.24
2019,wijken,KR,Buitenveldert-Oost,170.08
2019,wijken,MA,Oostelijk Havengebied,381.22
2019,wijken,MB,Weesperzijde,44.67
2019,wijken,MC,Oosterparkbuurt,75.4
2019,wijken,MD,Transvaalbuurt,37.85
2019,wijken,ME,Dapperbuurt,61.38
2019,wijken,MF,Indische Buurt-West,48.14
2019,wijken,MG,Indische Buurt-Oost,129.44
2019,wijken,MH,Zeeburgereiland/Bovendiep,462.7
2019,wijken,MJ,IJburg-West,321.81
2019,wijken,MK,IJburg-Oost,498.61
2019,wijken,ML,IJburg-Zuid,95.59
2019,wijken,MM,Frankendael,167.38
2019,wijken,MN,Middenmeer,302.19
2019,wijken,MP,Betondorp,113.4
2019,wijken,MQ,Omval/Overamstel,319.72
2019,wijken,NA,Oostzanerwerf,
2019,wijken,NB,Noordelijke IJ-oevers-West,405.13
2019,wijken,NC,Tuindorp Oostzaan,169.98
2019,wijken,ND,Kadoelen,149.6
2019,wijken,NE,Banne Buiksloot,182.97
2019,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,43.33
2019,wijken,NG,Elzenhagen,86.07
2019,wijken,NH,Buikslotermeer,155.34
2019,wijken,NJ,Waterlandpleinbuurt,150.98
2019,wijken,NK,Volewijck,131.32
2019,wijken,NL,IJplein/Vogelbuurt,145.32
2019,wijken,NM,Tuindorp Buiksloot,17.3
2019,wijken,NN,Tuindorp Nieuwendam,47.06
2019,wijken,NP,Noordelijke IJ-oevers-Oost,110.85
2019,wijken,NQ,Waterland,4255.38
2019,wijken,SA,Driemond,202.33
2019,wijken,SB,Bloemendalerpolder,
2019,wijken,SC,Weesp-Noordwest,
2019,wijken,SD,Weesp Binnenstad/Zuid,
2019,wijken,SE,Aetsveld/Oostelijke Vechtoever,
2019,wijken,TA,Amstel III/Bullewijk,527.36
2019,wijken,TB,Venserpolder,82
2019,wijken,TC,Amsterdamse Poort e.o.,152
2019,wijken,TD,H-buurt,81
2019,wijken,TE,Ganzenhoef e.o.,82
2019,wijken,TF,Geerdinkhof/Kantershof,157
2019,wijken,TG,Bijlmermuseum,71
2019,wijken,TH,K-buurt,95
2019,wijken,TJ,Holendrecht,138
2019,wijken,TK,Nellestein,294.87
2019,wijken,TL,Reigersbos,132
2019,wijken,TM,Gein,192.14
2020,wijken,AA,Haarlemmerbuurt,81.45
2020,wijken,AB,Jordaan,94.65
2020,wijken,AC,Grachtengordel-West,56.9
2020,wijken,AD,Burgwallen-Nieuwe Zijde,72.84
2020,wijken,AE,Burgwallen-Oude Zijde,40.47
2020,wijken,AF,Nieuwmarkt/Lastage,106.68
2020,wijken,AG,Grachtengordel-Zuid,64.18
2020,wijken,AH,De Weteringschans,64.77
2020,wijken,AJ,Weesperbuurt/Plantage,91.98
2020,wijken,AK,Oostelijke Eilanden/Kadijken,130.41
2020,wijken,BA,Havens-West,
2020,wijken,BB,Coenhaven/Minervahaven,
2020,wijken,EA,Sloterdijk-West,121.35
2020,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,141.05
2020,wijken,EC,Houthavens,91.97
2020,wijken,ED,De Kolenkit,74.11
2020,wijken,EE,Landlust,108.85
2020,wijken,EF,Erasmuspark,40.51
2020,wijken,EG,Centrale Markt,57.25
2020,wijken,EH,Staatsliedenbuurt,53.08
2020,wijken,EJ,Frederik Hendrikbuurt,42.12
2020,wijken,EK,Van Galenbuurt,29.41
2020,wijken,EL,Geuzenbuurt,29.17
2020,wijken,EM,Hoofdweg e.o.,41.97
2020,wijken,EN,Chassébuurt,27.56
2020,wijken,EP,Bellamybuurt,27.38
2020,wijken,EQ,Da Costabuurt,25.85
2020,wijken,ER,Westindische Buurt,34.68
2020,wijken,ES,Van Lennepbuurt,28.77
2020,wijken,ET,Overtoomse Sluis,30.86
2020,wijken,EU,Helmersbuurt,34.93
2020,wijken,EV,Vondelparkbuurt,22.12
2020,wijken,FA,Sloterdijk Nieuw-West,769.88
2020,wijken,FB,Geuzenveld,383
2020,wijken,FC,Slotermeer-West,91
2020,wijken,FD,Slotermeer-Noordoost,101.51
2020,wijken,FE,Slotermeer-Zuidoost,189
2020,wijken,FF,Lutkemeer/Ookmeer,568.74
2020,wijken,FG,De Aker,164.48
2020,wijken,FH,De Punt,59.96
2020,wijken,FJ,Osdorp-Midden,111.69
2020,wijken,FK,Osdorp-Oost,177.07
2020,wijken,FL,Slotervaart-Noord,155.37
2020,wijken,FM,Overtoomse Veld,154.39
2020,wijken,FN,Slotervaart-Zuid,130.53
2020,wijken,FP,Westlandgracht,149.61
2020,wijken,FQ,Sloten/Nieuw-Sloten,593.98
2020,wijken,KA,Hoofddorppleinbuurt,95.66
2020,wijken,KB,Schinkelbuurt,34.62
2020,wijken,KC,Willemspark,69.84
2020,wijken,KD,Museumkwartier,138.55
2020,wijken,KE,Oude Pijp,67.99
2020,wijken,KF,Nieuwe Pijp,54.43
2020,wijken,KG,Zuid Pijp,39.09
2020,wijken,KH,Stadionbuurt,107.38
2020,wijken,KJ,Apollobuurt,94.28
2020,wijken,KK,Scheldebuurt,100.77
2020,wijken,KL,IJselbuurt,29.21
2020,wijken,KM,Rijnbuurt,110.33
2020,wijken,KN,Prinses Irenebuurt e.o.,43.3
2020,wijken,KP,Zuidas,216.65
2020,wijken,KQ,Buitenveldert-West,355.24
2020,wijken,KR,Buitenveldert-Oost,170.09
2020,wijken,MA,Oostelijk Havengebied,381.22
2020,wijken,MB,Weesperzijde,44.68
2020,wijken,MC,Oosterparkbuurt,75.38
2020,wijken,MD,Transvaalbuurt,37.86
2020,wijken,ME,Dapperbuurt,61.39
2020,wijken,MF,Indische Buurt-West,48.13
2020,wijken,MG,Indische Buurt-Oost,129.45
2020,wijken,MH,Zeeburgereiland/Bovendiep,462.72
2020,wijken,MJ,IJburg-West,321.8
2020,wijken,MK,IJburg-Oost,498.61
2020,wijken,ML,IJburg-Zuid,95.58
2020,wijken,MM,Frankendael,167.4
2020,wijken,MN,Middenmeer,302.17
2020,wijken,MP,Betondorp,113.39
2020,wijken,MQ,Omval/Overamstel,319.72
2020,wijken,NA,Oostzanerwerf,
2020,wijken,NB,Noordelijke IJ-oevers-West,405.15
2020,wijken,NC,Tuindorp Oostzaan,169.97
2020,wijken,ND,Kadoelen,149.6
2020,wijken,NE,Banne Buiksloot,182.97
2020,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,43.33
2020,wijken,NG,Elzenhagen,86.09
2020,wijken,NH,Buikslotermeer,155.32
2020,wijken,NJ,Waterlandpleinbuurt,150.96
2020,wijken,NK,Volewijck,131.31
2020,wijken,NL,IJplein/Vogelbuurt,145.33
2020,wijken,NM,Tuindorp Buiksloot,17.3
2020,wijken,NN,Tuindorp Nieuwendam,47.06
2020,wijken,NP,Noordelijke IJ-oevers-Oost,110.86
2020,wijken,NQ,Waterland,4255.4
2020,wijken,SA,Driemond,202.33
2020,wijken,SB,Bloemendalerpolder,
2020,wijken,SC,Weesp-Noordwest,
2020,wijken,SD,Weesp Binnenstad/Zuid,
2020,wijken,SE,Aetsveld/Oostelijke Vechtoever,
2020,wijken,TA,Amstel III/Bullewijk,527.37
2020,wijken,TB,Venserpolder,82
2020,wijken,TC,Amsterdamse Poort e.o.,152
2020,wijken,TD,H-buurt,81
2020,wijken,TE,Ganzenhoef e.o.,82
2020,wijken,TF,Geerdinkhof/Kantershof,157
2020,wijken,TG,Bijlmermuseum,71
2020,wijken,TH,K-buurt,95
2020,wijken,TJ,Holendrecht,138
2020,wijken,TK,Nellestein,294.87
2020,wijken,TL,Reigersbos,132
2020,wijken,TM,Gein,192.14
2021,wijken,AA,Haarlemmerbuurt,81.45
2021,wijken,AB,Jordaan,94.65
2021,wijken,AC,Grachtengordel-West,56.9
2021,wijken,AD,Burgwallen-Nieuwe Zijde,72.84
2021,wijken,AE,Burgwallen-Oude Zijde,40.47
2021,wijken,AF,Nieuwmarkt/Lastage,106.68
2021,wijken,AG,Grachtengordel-Zuid,64.18
2021,wijken,AH,De Weteringschans,64.77
2021,wijken,AJ,Weesperbuurt/Plantage,91.98
2021,wijken,AK,Oostelijke Eilanden/Kadijken,130.41
2021,wijken,BA,Havens-West,
2021,wijken,BB,Coenhaven/Minervahaven,
2021,wijken,EA,Sloterdijk-West,121.35
2021,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,141.05
2021,wijken,EC,Houthavens,91.97
2021,wijken,ED,De Kolenkit,74.11
2021,wijken,EE,Landlust,108.85
2021,wijken,EF,Erasmuspark,40.51
2021,wijken,EG,Centrale Markt,57.25
2021,wijken,EH,Staatsliedenbuurt,53.08
2021,wijken,EJ,Frederik Hendrikbuurt,42.12
2021,wijken,EK,Van Galenbuurt,29.41
2021,wijken,EL,Geuzenbuurt,29.17
2021,wijken,EM,Hoofdweg e.o.,41.97
2021,wijken,EN,Chassébuurt,27.56
2021,wijken,EP,Bellamybuurt,27.38
2021,wijken,EQ,Da Costabuurt,25.85
2021,wijken,ER,Westindische Buurt,34.68
2021,wijken,ES,Van Lennepbuurt,28.77
2021,wijken,ET,Overtoomse Sluis,30.86
2021,wijken,EU,Helmersbuurt,34.93
2021,wijken,EV,Vondelparkbuurt,22.12
2021,wijken,FA,Sloterdijk Nieuw-West,769.88
2021,wijken,FB,Geuzenveld,383
2021,wijken,FC,Slotermeer-West,91
2021,wijken,FD,Slotermeer-Noordoost,101.51
2021,wijken,FE,Slotermeer-Zuidoost,189
2021,wijken,FF,Lutkemeer/Ookmeer,568.74
2021,wijken,FG,De Aker,164.48
2021,wijken,FH,De Punt,59.96
2021,wijken,FJ,Osdorp-Midden,111.69
2021,wijken,FK,Osdorp-Oost,177.07
2021,wijken,FL,Slotervaart-Noord,155.37
2021,wijken,FM,Overtoomse Veld,154.39
2021,wijken,FN,Slotervaart-Zuid,130.53
2021,wijken,FP,Westlandgracht,149.61
2021,wijken,FQ,Sloten/Nieuw-Sloten,593.98
2021,wijken,KA,Hoofddorppleinbuurt,95.66
2021,wijken,KB,Schinkelbuurt,34.62
2021,wijken,KC,Willemspark,69.84
2021,wijken,KD,Museumkwartier,138.55
2021,wijken,KE,Oude Pijp,67.99
2021,wijken,KF,Nieuwe Pijp,54.43
2021,wijken,KG,Zuid Pijp,39.09
2021,wijken,KH,Stadionbuurt,107.38
2021,wijken,KJ,Apollobuurt,94.28
2021,wijken,KK,Scheldebuurt,100.77
2021,wijken,KL,IJselbuurt,29.21
2021,wijken,KM,Rijnbuurt,110.33
2021,wijken,KN,Prinses Irenebuurt e.o.,43.3
2021,wijken,KP,Zuidas,216.65
2021,wijken,KQ,Buitenveldert-West,355.24
2021,wijken,KR,Buitenveldert-Oost,170.09
2021,wijken,MA,Oostelijk Havengebied,381.22
2021,wijken,MB,Weesperzijde,44.68
2021,wijken,MC,Oosterparkbuurt,75.38
2021,wijken,MD,Transvaalbuurt,37.86
2021,wijken,ME,Dapperbuurt,61.39
2021,wijken,MF,Indische Buurt-West,48.13
2021,wijken,MG,Indische Buurt-Oost,129.45
2021,wijken,MH,Zeeburgereiland/Bovendiep,462.72
2021,wijken,MJ,IJburg-West,321.8
2021,wijken,MK,IJburg-Oost,498.61
2021,wijken,ML,IJburg-Zuid,95.58
2021,wijken,MM,Frankendael,167.4
2021,wijken,MN,Middenmeer,302.17
2021,wijken,MP,Betondorp,113.39
2021,wijken,MQ,Omval/Overamstel,319.72
2021,wijken,NA,Oostzanerwerf,
2021,wijken,NB,Noordelijke IJ-oevers-West,405.15
2021,wijken,NC,Tuindorp Oostzaan,169.97
2021,wijken,ND,Kadoelen,149.6
2021,wijken,NE,Banne Buiksloot,182.97
2021,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,43.33
2021,wijken,NG,Elzenhagen,86.09
2021,wijken,NH,Buikslotermeer,155.32
2021,wijken,NJ,Waterlandpleinbuurt,150.96
2021,wijken,NK,Volewijck,131.31
2021,wijken,NL,IJplein/Vogelbuurt,145.33
2021,wijken,NM,Tuindorp Buiksloot,17.3
2021,wijken,NN,Tuindorp Nieuwendam,47.06
2021,wijken,NP,Noordelijke IJ-oevers-Oost,110.86
2021,wijken,NQ,Waterland,4255.4
2021,wijken,SA,Driemond,202.33
2021,wijken,SB,Bloemendalerpolder,
2021,wijken,SC,Weesp-Noordwest,
2021,wijken,SD,Weesp Binnenstad/Zuid,
2021,wijken,SE,Aetsveld/Oostelijke Vechtoever,
2021,wijken,TA,Amstel III/Bullewijk,527.37
2021,wijken,TB,Venserpolder,82
2021,wijken,TC,Amsterdamse Poort e.o.,152
2021,wijken,TD,H-buurt,81
2021,wijken,TE,Ganzenhoef e.o.,82
2021,wijken,TF,Geerdinkhof/Kantershof,157
2021,wijken,TG,Bijlmermuseum,71
2021,wijken,TH,K-buurt,95
2021,wijken,TJ,Holendrecht,138
2021,wijken,TK,Nellestein,294.87
2021,wijken,TL,Reigersbos,132
2021,wijken,TM,Gein,192.14
2022,wijken,AA,Haarlemmerbuurt,81.45
2022,wijken,AB,Jordaan,94.65
2022,wijken,AC,Grachtengordel-West,56.9
2022,wijken,AD,Burgwallen-Nieuwe Zijde,72.84
2022,wijken,AE,Burgwallen-Oude Zijde,40.47
2022,wijken,AF,Nieuwmarkt/Lastage,106.68
2022,wijken,AG,Grachtengordel-Zuid,64.18
2022,wijken,AH,De Weteringschans,64.77
2022,wijken,AJ,Weesperbuurt/Plantage,91.98
2022,wijken,AK,Oostelijke Eilanden/Kadijken,130.41
2022,wijken,BA,Havens-West,2556.29
2022,wijken,BB,Coenhaven/Minervahaven,342.87
2022,wijken,EA,Sloterdijk-West,121.16
2022,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,141.24
2022,wijken,EC,Houthavens,91.97
2022,wijken,ED,De Kolenkit,74.11
2022,wijken,EE,Landlust,108.85
2022,wijken,EF,Erasmuspark,40.51
2022,wijken,EG,Centrale Markt,57.25
2022,wijken,EH,Staatsliedenbuurt,53.08
2022,wijken,EJ,Frederik Hendrikbuurt,42.12
2022,wijken,EK,Van Galenbuurt,29.41
2022,wijken,EL,Geuzenbuurt,29.17
2022,wijken,EM,Hoofdweg e.o.,41.97
2022,wijken,EN,Chassébuurt,27.56
2022,wijken,EP,Bellamybuurt,27.38
2022,wijken,EQ,Da Costabuurt,25.85
2022,wijken,ER,Westindische Buurt,34.68
2022,wijken,ES,Van Lennepbuurt,28.77
2022,wijken,ET,Overtoomse Sluis,30.86
2022,wijken,EU,Helmersbuurt,34.93
2022,wijken,EV,Vondelparkbuurt,22.12
2022,wijken,FA,Sloterdijk Nieuw-West,769.88
2022,wijken,FB,Geuzenveld,383.39
2022,wijken,FC,Slotermeer-West,91.12
2022,wijken,FD,Slotermeer-Noordoost,101.51
2022,wijken,FE,Slotermeer-Zuidoost,189.8
2022,wijken,FF,Lutkemeer/Ookmeer,568.74
2022,wijken,FG,De Aker,164.48
2022,wijken,FH,De Punt,59.96
2022,wijken,FJ,Osdorp-Midden,111.69
2022,wijken,FK,Osdorp-Oost,177.07
2022,wijken,FL,Slotervaart-Noord,155.37
2022,wijken,FM,Overtoomse Veld,154.39
2022,wijken,FN,Slotervaart-Zuid,130.53
2022,wijken,FP,Westlandgracht,149.61
2022,wijken,FQ,Sloten/Nieuw-Sloten,593.98
2022,wijken,KA,Hoofddorppleinbuurt,95.66
2022,wijken,KB,Schinkelbuurt,34.62
2022,wijken,KC,Willemspark,69.84
2022,wijken,KD,Museumkwartier,138.55
2022,wijken,KE,Oude Pijp,67.99
2022,wijken,KF,Nieuwe Pijp,54.43
2022,wijken,KG,Zuid Pijp,39.09
2022,wijken,KH,Stadionbuurt,107.38
2022,wijken,KJ,Apollobuurt,94.28
2022,wijken,KK,Scheldebuurt,100.77
2022,wijken,KL,IJselbuurt,29.21
2022,wijken,KM,Rijnbuurt,110.33
2022,wijken,KN,Prinses Irenebuurt e.o.,43.3
2022,wijken,KP,Zuidas,216.65
2022,wijken,KQ,Buitenveldert-West,355.24
2022,wijken,KR,Buitenveldert-Oost,170.09
2022,wijken,MA,Oostelijk Havengebied,363.4
2022,wijken,MB,Weesperzijde,44.68
2022,wijken,MC,Oosterparkbuurt,75.38
2022,wijken,MD,Transvaalbuurt,37.86
2022,wijken,ME,Dapperbuurt,61.39
2022,wijken,MF,Indische Buurt-West,48.13
2022,wijken,MG,Indische Buurt-Oost,129.45
2022,wijken,MH,Zeeburgereiland/Bovendiep,480.55
2022,wijken,MJ,IJburg-West,277.43
2022,wijken,MK,IJburg-Oost,541.63
2022,wijken,ML,IJburg-Zuid,96.93
2022,wijken,MM,Frankendael,167.4
2022,wijken,MN,Middenmeer,302.17
2022,wijken,MP,Betondorp,113.39
2022,wijken,MQ,Omval/Overamstel,319.72
2022,wijken,NA,Oostzanerwerf,
2022,wijken,NB,Noordelijke IJ-oevers-West,405.15
2022,wijken,NC,Tuindorp Oostzaan,169.97
2022,wijken,ND,Kadoelen,149.6
2022,wijken,NE,Banne Buiksloot,182.97
2022,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,43.33
2022,wijken,NG,Elzenhagen,86.09
2022,wijken,NH,Buikslotermeer,155.32
2022,wijken,NJ,Waterlandpleinbuurt,150.96
2022,wijken,NK,Volewijck,131.31
2022,wijken,NL,IJplein/Vogelbuurt,145.33
2022,wijken,NM,Tuindorp Buiksloot,17.3
2022,wijken,NN,Tuindorp Nieuwendam,47.06
2022,wijken,NP,Noordelijke IJ-oevers-Oost,110.86
2022,wijken,NQ,Waterland,4255.4
2022,wijken,SA,Driemond,222.89
2022,wijken,SB,Bloemendalerpolder,384.51
2022,wijken,SC,Weesp-Noordwest,195.26
2022,wijken,SD,Weesp Binnenstad/Zuid,140.72
2022,wijken,SE,Aetsveld/Oostelijke Vechtoever,1695.58
2022,wijken,TA,Amstel III/Bullewijk,527.37
2022,wijken,TB,Venserpolder,82.1
2022,wijken,TC,Amsterdamse Poort e.o.,152.32
2022,wijken,TD,H-buurt,81.38
2022,wijken,TE,Ganzenhoef e.o.,82.68
2022,wijken,TF,Geerdinkhof/Kantershof,170.7
2022,wijken,TG,Bijlmermuseum,58.33
2022,wijken,TH,K-buurt,95.89
2022,wijken,TJ,Holendrecht,138.54
2022,wijken,TK,Nellestein,274.31
2022,wijken,TL,Reigersbos,132.72
2022,wijken,TM,Gein,192.14
