Year,Geography,Code,Name,27 - 65 years (%)
2005,wijken,MN,Middenmeer,58.3
2005,wijken,MP,Betondorp,53.8
2005,wijken,MQ,Omval/Overamstel,78.6
2005,wijken,NB,Noordelijke IJ-oevers-West,53.2
2005,wijken,NC,Tuindorp Oostzaan,52.7
2005,wijken,ND,Kadoelen,57.4
2005,wijken,NE,Banne Buiksloot,50.6
2005,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,58.7
2005,wijken,NG,Elzenhagen,53.9
2005,wijken,NH,Buikslotermeer,46.9
2005,wijken,NJ,Waterlandpleinbuurt,47
2005,wijken,NK,Volewijck,54.2
2005,wijken,NL,IJplein/Vogelbuurt,55.9
2005,wijken,NM,Tuindorp Buiksloot,55.1
2005,wijken,NN,Tuindorp Nieuwendam,54.2
2005,wijken,NP,Noordelijke IJ-oevers-Oost,63.1
2005,wijken,NQ,Waterland,58
2005,wijken,SA,Driemond,57.3
2005,wijken,TA,Amstel III/Bullewijk,55.5
2005,wijken,TB,Venserpolder,54.5
2005,wijken,TC,Amsterdamse Poort e.o.,52.7
2005,wijken,TD,H-buurt,54.4
2005,wijken,TE,Ganzenhoef e.o.,53.3
2005,wijken,TF,Geerdinkhof/Kantershof,56.3
2005,wijken,TG,Bijlmermuseum,53.3
2005,wijken,TH,K-buurt,49.1
2005,wijken,TJ,Holendrecht,51.5
2005,wijken,TK,Nellestein,61.5
2005,wijken,TL,Reigersbos,56.1
2005,wijken,TM,Gein,54.9
2006,wijken,AA,Haarlemmerbuurt,68.3
2006,wijken,AB,Jordaan,69.1
2006,wijken,AC,Grachtengordel-West,73.4
2006,wijken,AD,Burgwallen-Nieuwe Zijde,70.2
2006,wijken,AE,Burgwallen-Oude Zijde,69.2
2006,wijken,AF,Nieuwmarkt/Lastage,68.3
2006,wijken,AG,Grachtengordel-Zuid,66.5
2006,wijken,AH,De Weteringschans,69
2006,wijken,AJ,Weesperbuurt/Plantage,59
2006,wijken,AK,Oostelijke Eilanden/Kadijken,65.3
2006,wijken,EA,Sloterdijk-West,53.9
2006,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,60.4
2006,wijken,EC,Houthavens,33.5
2006,wijken,ED,De Kolenkit,45.8
2006,wijken,EE,Landlust,56.6
2006,wijken,EF,Erasmuspark,58.6
2006,wijken,EG,Centrale Markt,61.8
2006,wijken,EH,Staatsliedenbuurt,66.6
2006,wijken,EJ,Frederik Hendrikbuurt,67.9
2006,wijken,EK,Van Galenbuurt,59.7
2006,wijken,EL,Geuzenbuurt,62.1
2006,wijken,EM,Hoofdweg e.o.,59.5
2006,wijken,EN,Chassébuurt,56.5
2006,wijken,EP,Bellamybuurt,65.8
2006,wijken,EQ,Da Costabuurt,67.6
2006,wijken,ER,Westindische Buurt,63.5
2006,wijken,ES,Van Lennepbuurt,64.7
2006,wijken,ET,Overtoomse Sluis,68.8
2006,wijken,EU,Helmersbuurt,68.3
2006,wijken,EV,Vondelparkbuurt,63.1
2006,wijken,FA,Sloterdijk Nieuw-West,65.2
2006,wijken,FB,Geuzenveld,48.5
2006,wijken,FC,Slotermeer-West,47.1
2006,wijken,FD,Slotermeer-Noordoost,50.2
2006,wijken,FE,Slotermeer-Zuidoost,53.9
2006,wijken,FF,Lutkemeer/Ookmeer,57.1
2006,wijken,FG,De Aker,56.3
2006,wijken,FH,De Punt,48.6
2006,wijken,FJ,Osdorp-Midden,45.8
2006,wijken,FK,Osdorp-Oost,44.9
2006,wijken,FL,Slotervaart-Noord,50.5
2006,wijken,FM,Overtoomse Veld,44.6
2006,wijken,FN,Slotervaart-Zuid,45.5
2006,wijken,FP,Westlandgracht,54.2
2006,wijken,FQ,Sloten/Nieuw-Sloten,58
2006,wijken,KA,Hoofddorppleinbuurt,66
2006,wijken,KB,Schinkelbuurt,66.3
2006,wijken,KC,Willemspark,62.3
2006,wijken,KD,Museumkwartier,62.3
2006,wijken,KE,Oude Pijp,68.2
2006,wijken,KF,Nieuwe Pijp,65.6
2006,wijken,KG,Zuid Pijp,61.2
2006,wijken,KH,Stadionbuurt,62.2
2006,wijken,KJ,Apollobuurt,57
2006,wijken,KK,Scheldebuurt,60.4
2006,wijken,KL,IJselbuurt,63.3
2006,wijken,KM,Rijnbuurt,62.8
2006,wijken,KN,Prinses Irenebuurt e.o.,53.2
2006,wijken,KP,Zuidas,71.3
2006,wijken,KQ,Buitenveldert-West,49.7
2006,wijken,KR,Buitenveldert-Oost,47.5
2006,wijken,MA,Oostelijk Havengebied,67.5
2006,wijken,MB,Weesperzijde,65.4
2006,wijken,MC,Oosterparkbuurt,63.3
2006,wijken,MD,Transvaalbuurt,57.7
2006,wijken,ME,Dapperbuurt,60.5
2006,wijken,MF,Indische Buurt-West,57.7
2006,wijken,MG,Indische Buurt-Oost,55.7
2006,wijken,MH,Zeeburgereiland/Bovendiep,37.8
2006,wijken,MJ,IJburg-West,58.8
2006,wijken,MK,IJburg-Oost,
2006,wijken,ML,IJburg-Zuid,
2006,wijken,MM,Frankendael,53.7
2006,wijken,MN,Middenmeer,58.3
2006,wijken,MP,Betondorp,54.3
2006,wijken,MQ,Omval/Overamstel,60.4
2006,wijken,NB,Noordelijke IJ-oevers-West,26.9
2006,wijken,NC,Tuindorp Oostzaan,52.4
2006,wijken,ND,Kadoelen,57.5
2006,wijken,NE,Banne Buiksloot,50.1
2006,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,58.8
2006,wijken,NG,Elzenhagen,52.7
2006,wijken,NH,Buikslotermeer,45.8
2006,wijken,NJ,Waterlandpleinbuurt,46.8
2006,wijken,NK,Volewijck,54.6
2006,wijken,NL,IJplein/Vogelbuurt,56.2
2006,wijken,NM,Tuindorp Buiksloot,56.1
2006,wijken,NN,Tuindorp Nieuwendam,55.5
2006,wijken,NP,Noordelijke IJ-oevers-Oost,60.7
2006,wijken,NQ,Waterland,57.7
2006,wijken,SA,Driemond,56.6
2006,wijken,TA,Amstel III/Bullewijk,50.4
2006,wijken,TB,Venserpolder,55.4
2006,wijken,TC,Amsterdamse Poort e.o.,53.2
2006,wijken,TD,H-buurt,54.1
2006,wijken,TE,Ganzenhoef e.o.,54.9
2006,wijken,TF,Geerdinkhof/Kantershof,56.6
2006,wijken,TG,Bijlmermuseum,53.2
2006,wijken,TH,K-buurt,48.9
2006,wijken,TJ,Holendrecht,51
2006,wijken,TK,Nellestein,61.3
2006,wijken,TL,Reigersbos,56.5
2006,wijken,TM,Gein,55.2
2007,wijken,AA,Haarlemmerbuurt,68.8
2007,wijken,AB,Jordaan,68.5
2007,wijken,AC,Grachtengordel-West,72.5
2007,wijken,AD,Burgwallen-Nieuwe Zijde,67.6
2007,wijken,AE,Burgwallen-Oude Zijde,68.6
2007,wijken,AF,Nieuwmarkt/Lastage,67.6
2007,wijken,AG,Grachtengordel-Zuid,65.8
2007,wijken,AH,De Weteringschans,67.8
2007,wijken,AJ,Weesperbuurt/Plantage,59.3
2007,wijken,AK,Oostelijke Eilanden/Kadijken,64.9
2007,wijken,EA,Sloterdijk-West,59
2007,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,60.9
2007,wijken,EC,Houthavens,33.8
2007,wijken,ED,De Kolenkit,46.3
2007,wijken,EE,Landlust,56.7
2007,wijken,EF,Erasmuspark,59.9
2007,wijken,EG,Centrale Markt,61.8
2007,wijken,EH,Staatsliedenbuurt,66.2
2007,wijken,EJ,Frederik Hendrikbuurt,67.2
2007,wijken,EK,Van Galenbuurt,60.7
2007,wijken,EL,Geuzenbuurt,62.6
2007,wijken,EM,Hoofdweg e.o.,59.5
2007,wijken,EN,Chassébuurt,56.5
2007,wijken,EP,Bellamybuurt,65.8
2007,wijken,EQ,Da Costabuurt,67.7
2007,wijken,ER,Westindische Buurt,62.9
2007,wijken,ES,Van Lennepbuurt,64
2007,wijken,ET,Overtoomse Sluis,68.2
2007,wijken,EU,Helmersbuurt,67.3
2007,wijken,EV,Vondelparkbuurt,63.3
2007,wijken,FA,Sloterdijk Nieuw-West,64.1
2007,wijken,FB,Geuzenveld,48.8
2007,wijken,FC,Slotermeer-West,46.9
2007,wijken,FD,Slotermeer-Noordoost,50.3
2007,wijken,FE,Slotermeer-Zuidoost,54
2007,wijken,FF,Lutkemeer/Ookmeer,56.7
2007,wijken,FG,De Aker,55.6
2007,wijken,FH,De Punt,49.2
2007,wijken,FJ,Osdorp-Midden,44.9
2007,wijken,FK,Osdorp-Oost,45.2
2007,wijken,FL,Slotervaart-Noord,50.1
2007,wijken,FM,Overtoomse Veld,44.8
2007,wijken,FN,Slotervaart-Zuid,45.5
2007,wijken,FP,Westlandgracht,56.8
2007,wijken,FQ,Sloten/Nieuw-Sloten,58
2007,wijken,KA,Hoofddorppleinbuurt,65.9
2007,wijken,KB,Schinkelbuurt,66.9
2007,wijken,KC,Willemspark,62
2007,wijken,KD,Museumkwartier,61.6
2007,wijken,KE,Oude Pijp,67.1
2007,wijken,KF,Nieuwe Pijp,65.2
2007,wijken,KG,Zuid Pijp,61.7
2007,wijken,KH,Stadionbuurt,62.3
2007,wijken,KJ,Apollobuurt,56.7
2007,wijken,KK,Scheldebuurt,60
2007,wijken,KL,IJselbuurt,62.5
2007,wijken,KM,Rijnbuurt,62.3
2007,wijken,KN,Prinses Irenebuurt e.o.,52
2007,wijken,KP,Zuidas,75.9
2007,wijken,KQ,Buitenveldert-West,49.4
2007,wijken,KR,Buitenveldert-Oost,47.6
2007,wijken,MA,Oostelijk Havengebied,67.7
2007,wijken,MB,Weesperzijde,64.2
2007,wijken,MC,Oosterparkbuurt,63
2007,wijken,MD,Transvaalbuurt,57.9
2007,wijken,ME,Dapperbuurt,60.5
2007,wijken,MF,Indische Buurt-West,57.4
2007,wijken,MG,Indische Buurt-Oost,55.3
2007,wijken,MH,Zeeburgereiland/Bovendiep,33.8
2007,wijken,MJ,IJburg-West,57.2
2007,wijken,MK,IJburg-Oost,
2007,wijken,ML,IJburg-Zuid,
2007,wijken,MM,Frankendael,53.8
2007,wijken,MN,Middenmeer,58.1
2007,wijken,MP,Betondorp,55
2007,wijken,MQ,Omval/Overamstel,41.9
2007,wijken,NB,Noordelijke IJ-oevers-West,28
2007,wijken,NC,Tuindorp Oostzaan,52.6
2007,wijken,ND,Kadoelen,57.9
2007,wijken,NE,Banne Buiksloot,49.8
2007,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,58
2007,wijken,NG,Elzenhagen,52.4
2007,wijken,NH,Buikslotermeer,45.4
2007,wijken,NJ,Waterlandpleinbuurt,46.6
2007,wijken,NK,Volewijck,54.8
2007,wijken,NL,IJplein/Vogelbuurt,56.2
2007,wijken,NM,Tuindorp Buiksloot,55
2007,wijken,NN,Tuindorp Nieuwendam,54.7
2007,wijken,NP,Noordelijke IJ-oevers-Oost,63.2
2007,wijken,NQ,Waterland,57.9
2007,wijken,SA,Driemond,56
2007,wijken,TA,Amstel III/Bullewijk,60.2
2007,wijken,TB,Venserpolder,56.6
2007,wijken,TC,Amsterdamse Poort e.o.,54.3
2007,wijken,TD,H-buurt,53.7
2007,wijken,TE,Ganzenhoef e.o.,53.3
2007,wijken,TF,Geerdinkhof/Kantershof,56.4
2007,wijken,TG,Bijlmermuseum,53.5
2007,wijken,TH,K-buurt,49.7
2007,wijken,TJ,Holendrecht,50.4
2007,wijken,TK,Nellestein,60.7
2007,wijken,TL,Reigersbos,56.3
2007,wijken,TM,Gein,55.8
2008,wijken,AA,Haarlemmerbuurt,68.1
2008,wijken,AB,Jordaan,67.6
2008,wijken,AC,Grachtengordel-West,71.4
2008,wijken,AD,Burgwallen-Nieuwe Zijde,67.3
2008,wijken,AE,Burgwallen-Oude Zijde,66.8
2008,wijken,AF,Nieuwmarkt/Lastage,66.5
2008,wijken,AG,Grachtengordel-Zuid,64.9
2008,wijken,AH,De Weteringschans,67.1
2008,wijken,AJ,Weesperbuurt/Plantage,58.2
2008,wijken,AK,Oostelijke Eilanden/Kadijken,64.3
2008,wijken,EA,Sloterdijk-West,63
2008,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,61.8
2008,wijken,EC,Houthavens,31.9
2008,wijken,ED,De Kolenkit,46.6
2008,wijken,EE,Landlust,57.1
2008,wijken,EF,Erasmuspark,60.4
2008,wijken,EG,Centrale Markt,61.6
2008,wijken,EH,Staatsliedenbuurt,66.6
2008,wijken,EJ,Frederik Hendrikbuurt,67.3
2008,wijken,EK,Van Galenbuurt,61.4
2008,wijken,EL,Geuzenbuurt,62.1
2008,wijken,EM,Hoofdweg e.o.,60.2
2008,wijken,EN,Chassébuurt,56
2008,wijken,EP,Bellamybuurt,65.8
2008,wijken,EQ,Da Costabuurt,66.4
2008,wijken,ER,Westindische Buurt,63
2008,wijken,ES,Van Lennepbuurt,64
2008,wijken,ET,Overtoomse Sluis,67.9
2008,wijken,EU,Helmersbuurt,66.3
2008,wijken,EV,Vondelparkbuurt,62
2008,wijken,FA,Sloterdijk Nieuw-West,58.1
2008,wijken,FB,Geuzenveld,48.8
2008,wijken,FC,Slotermeer-West,47.5
2008,wijken,FD,Slotermeer-Noordoost,49.9
2008,wijken,FE,Slotermeer-Zuidoost,54.4
2008,wijken,FF,Lutkemeer/Ookmeer,57.6
2008,wijken,FG,De Aker,55.5
2008,wijken,FH,De Punt,49.2
2008,wijken,FJ,Osdorp-Midden,46
2008,wijken,FK,Osdorp-Oost,46.5
2008,wijken,FL,Slotervaart-Noord,50.4
2008,wijken,FM,Overtoomse Veld,44.6
2008,wijken,FN,Slotervaart-Zuid,45.5
2008,wijken,FP,Westlandgracht,54.9
2008,wijken,FQ,Sloten/Nieuw-Sloten,57.9
2008,wijken,KA,Hoofddorppleinbuurt,66
2008,wijken,KB,Schinkelbuurt,66.4
2008,wijken,KC,Willemspark,61.4
2008,wijken,KD,Museumkwartier,61
2008,wijken,KE,Oude Pijp,66.5
2008,wijken,KF,Nieuwe Pijp,65.4
2008,wijken,KG,Zuid Pijp,62
2008,wijken,KH,Stadionbuurt,62.2
2008,wijken,KJ,Apollobuurt,56.1
2008,wijken,KK,Scheldebuurt,59.8
2008,wijken,KL,IJselbuurt,62.5
2008,wijken,KM,Rijnbuurt,62.3
2008,wijken,KN,Prinses Irenebuurt e.o.,53.5
2008,wijken,KP,Zuidas,72.9
2008,wijken,KQ,Buitenveldert-West,49.5
2008,wijken,KR,Buitenveldert-Oost,47.1
2008,wijken,MA,Oostelijk Havengebied,67.2
2008,wijken,MB,Weesperzijde,63.8
2008,wijken,MC,Oosterparkbuurt,62.8
2008,wijken,MD,Transvaalbuurt,58.1
2008,wijken,ME,Dapperbuurt,60.1
2008,wijken,MF,Indische Buurt-West,57.7
2008,wijken,MG,Indische Buurt-Oost,56.2
2008,wijken,MH,Zeeburgereiland/Bovendiep,34.1
2008,wijken,MJ,IJburg-West,55.6
2008,wijken,MK,IJburg-Oost,
2008,wijken,ML,IJburg-Zuid,47.4
2008,wijken,MM,Frankendael,53
2008,wijken,MN,Middenmeer,57.7
2008,wijken,MP,Betondorp,55.6
2008,wijken,MQ,Omval/Overamstel,41
2008,wijken,NB,Noordelijke IJ-oevers-West,29.1
2008,wijken,NC,Tuindorp Oostzaan,53.1
2008,wijken,ND,Kadoelen,57.3
2008,wijken,NE,Banne Buiksloot,50.1
2008,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,56.9
2008,wijken,NG,Elzenhagen,52.9
2008,wijken,NH,Buikslotermeer,44.8
2008,wijken,NJ,Waterlandpleinbuurt,46.7
2008,wijken,NK,Volewijck,54.9
2008,wijken,NL,IJplein/Vogelbuurt,56.4
2008,wijken,NM,Tuindorp Buiksloot,54.7
2008,wijken,NN,Tuindorp Nieuwendam,54.6
2008,wijken,NP,Noordelijke IJ-oevers-Oost,67.5
2008,wijken,NQ,Waterland,57.7
2008,wijken,SA,Driemond,55.4
2008,wijken,TA,Amstel III/Bullewijk,64.9
2008,wijken,TB,Venserpolder,57.3
2008,wijken,TC,Amsterdamse Poort e.o.,52.9
2008,wijken,TD,H-buurt,53.9
2008,wijken,TE,Ganzenhoef e.o.,53.8
2008,wijken,TF,Geerdinkhof/Kantershof,56.1
2008,wijken,TG,Bijlmermuseum,53.5
2008,wijken,TH,K-buurt,49.1
2008,wijken,TJ,Holendrecht,49.8
2008,wijken,TK,Nellestein,61.2
2008,wijken,TL,Reigersbos,56.1
2008,wijken,TM,Gein,56.1
2009,wijken,AA,Haarlemmerbuurt,68.1
2009,wijken,AB,Jordaan,67.4
2009,wijken,AC,Grachtengordel-West,66.7
2009,wijken,AD,Burgwallen-Nieuwe Zijde,66.2
2009,wijken,AE,Burgwallen-Oude Zijde,66.7
2009,wijken,AF,Nieuwmarkt/Lastage,65.9
2009,wijken,AG,Grachtengordel-Zuid,63.5
2009,wijken,AH,De Weteringschans,66.6
2009,wijken,AJ,Weesperbuurt/Plantage,57.3
2009,wijken,AK,Oostelijke Eilanden/Kadijken,64
2009,wijken,EA,Sloterdijk-West,76.1
2009,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,62.3
2009,wijken,EC,Houthavens,32.6
2009,wijken,ED,De Kolenkit,47.5
2009,wijken,EE,Landlust,57.9
2009,wijken,EF,Erasmuspark,60.3
2009,wijken,EG,Centrale Markt,62.3
2009,wijken,EH,Staatsliedenbuurt,66.8
2009,wijken,EJ,Frederik Hendrikbuurt,66.6
2009,wijken,EK,Van Galenbuurt,61.6
2009,wijken,EL,Geuzenbuurt,62
2009,wijken,EM,Hoofdweg e.o.,60.8
2009,wijken,EN,Chassébuurt,57.2
2009,wijken,EP,Bellamybuurt,65.3
2009,wijken,EQ,Da Costabuurt,66.1
2009,wijken,ER,Westindische Buurt,63.2
2009,wijken,ES,Van Lennepbuurt,64.1
2009,wijken,ET,Overtoomse Sluis,67.6
2009,wijken,EU,Helmersbuurt,65.6
2009,wijken,EV,Vondelparkbuurt,60.8
2009,wijken,FA,Sloterdijk Nieuw-West,65.8
2009,wijken,FB,Geuzenveld,49.6
2009,wijken,FC,Slotermeer-West,47.4
2009,wijken,FD,Slotermeer-Noordoost,51
2009,wijken,FE,Slotermeer-Zuidoost,54.6
2009,wijken,FF,Lutkemeer/Ookmeer,58
2009,wijken,FG,De Aker,55.2
2009,wijken,FH,De Punt,49
2009,wijken,FJ,Osdorp-Midden,48
2009,wijken,FK,Osdorp-Oost,46.6
2009,wijken,FL,Slotervaart-Noord,50.3
2009,wijken,FM,Overtoomse Veld,45.3
2009,wijken,FN,Slotervaart-Zuid,45.7
2009,wijken,FP,Westlandgracht,53.4
2009,wijken,FQ,Sloten/Nieuw-Sloten,57.8
2009,wijken,KA,Hoofddorppleinbuurt,65.6
2009,wijken,KB,Schinkelbuurt,65.2
2009,wijken,KC,Willemspark,60
2009,wijken,KD,Museumkwartier,59.8
2009,wijken,KE,Oude Pijp,65.8
2009,wijken,KF,Nieuwe Pijp,65
2009,wijken,KG,Zuid Pijp,62.6
2009,wijken,KH,Stadionbuurt,64.6
2009,wijken,KJ,Apollobuurt,54.8
2009,wijken,KK,Scheldebuurt,60.2
2009,wijken,KL,IJselbuurt,62.2
2009,wijken,KM,Rijnbuurt,62
2009,wijken,KN,Prinses Irenebuurt e.o.,52.7
2009,wijken,KP,Zuidas,60.1
2009,wijken,KQ,Buitenveldert-West,49.4
2009,wijken,KR,Buitenveldert-Oost,47.1
2009,wijken,MA,Oostelijk Havengebied,66.9
2009,wijken,MB,Weesperzijde,64.5
2009,wijken,MC,Oosterparkbuurt,63.7
2009,wijken,MD,Transvaalbuurt,57.3
2009,wijken,ME,Dapperbuurt,60.2
2009,wijken,MF,Indische Buurt-West,59
2009,wijken,MG,Indische Buurt-Oost,55.8
2009,wijken,MH,Zeeburgereiland/Bovendiep,35.2
2009,wijken,MJ,IJburg-West,55.6
2009,wijken,MK,IJburg-Oost,
2009,wijken,ML,IJburg-Zuid,52.8
2009,wijken,MM,Frankendael,52.9
2009,wijken,MN,Middenmeer,55.4
2009,wijken,MP,Betondorp,55.2
2009,wijken,MQ,Omval/Overamstel,40.4
2009,wijken,NB,Noordelijke IJ-oevers-West,31
2009,wijken,NC,Tuindorp Oostzaan,53.5
2009,wijken,ND,Kadoelen,57.2
2009,wijken,NE,Banne Buiksloot,50
2009,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,56.8
2009,wijken,NG,Elzenhagen,51.9
2009,wijken,NH,Buikslotermeer,44.3
2009,wijken,NJ,Waterlandpleinbuurt,46.3
2009,wijken,NK,Volewijck,55.1
2009,wijken,NL,IJplein/Vogelbuurt,56.6
2009,wijken,NM,Tuindorp Buiksloot,54.7
2009,wijken,NN,Tuindorp Nieuwendam,54.8
2009,wijken,NP,Noordelijke IJ-oevers-Oost,63.1
2009,wijken,NQ,Waterland,57.6
2009,wijken,SA,Driemond,56.3
2009,wijken,TA,Amstel III/Bullewijk,71.9
2009,wijken,TB,Venserpolder,57.7
2009,wijken,TC,Amsterdamse Poort e.o.,52.4
2009,wijken,TD,H-buurt,54.2
2009,wijken,TE,Ganzenhoef e.o.,54.4
2009,wijken,TF,Geerdinkhof/Kantershof,55.5
2009,wijken,TG,Bijlmermuseum,54.2
2009,wijken,TH,K-buurt,48.6
2009,wijken,TJ,Holendrecht,49.2
2009,wijken,TK,Nellestein,61.7
2009,wijken,TL,Reigersbos,56.7
2009,wijken,TM,Gein,56.4
2010,wijken,AA,Haarlemmerbuurt,67
2010,wijken,AB,Jordaan,66.8
2010,wijken,AC,Grachtengordel-West,65.3
2010,wijken,AD,Burgwallen-Nieuwe Zijde,66.7
2010,wijken,AE,Burgwallen-Oude Zijde,66.2
2010,wijken,AF,Nieuwmarkt/Lastage,65.2
2010,wijken,AG,Grachtengordel-Zuid,62.5
2010,wijken,AH,De Weteringschans,65.7
2010,wijken,AJ,Weesperbuurt/Plantage,57.6
2010,wijken,AK,Oostelijke Eilanden/Kadijken,63.4
2010,wijken,EA,Sloterdijk-West,75.8
2010,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,63.4
2010,wijken,EC,Houthavens,34.2
2010,wijken,ED,De Kolenkit,47.9
2010,wijken,EE,Landlust,58
2010,wijken,EF,Erasmuspark,61.4
2010,wijken,EG,Centrale Markt,62.2
2010,wijken,EH,Staatsliedenbuurt,66.9
2010,wijken,EJ,Frederik Hendrikbuurt,66.8
2010,wijken,EK,Van Galenbuurt,62.1
2010,wijken,EL,Geuzenbuurt,61.7
2010,wijken,EM,Hoofdweg e.o.,61.5
2010,wijken,EN,Chassébuurt,57.5
2010,wijken,EP,Bellamybuurt,65.2
2010,wijken,EQ,Da Costabuurt,66.1
2010,wijken,ER,Westindische Buurt,63
2010,wijken,ES,Van Lennepbuurt,64.3
2010,wijken,ET,Overtoomse Sluis,67.1
2010,wijken,EU,Helmersbuurt,64.6
2010,wijken,EV,Vondelparkbuurt,58.5
2010,wijken,FA,Sloterdijk Nieuw-West,62.3
2010,wijken,FB,Geuzenveld,49.7
2010,wijken,FC,Slotermeer-West,48.3
2010,wijken,FD,Slotermeer-Noordoost,51.5
2010,wijken,FE,Slotermeer-Zuidoost,54.6
2010,wijken,FF,Lutkemeer/Ookmeer,57.6
2010,wijken,FG,De Aker,54.9
2010,wijken,FH,De Punt,49.3
2010,wijken,FJ,Osdorp-Midden,49.2
2010,wijken,FK,Osdorp-Oost,47.4
2010,wijken,FL,Slotervaart-Noord,50.5
2010,wijken,FM,Overtoomse Veld,46.4
2010,wijken,FN,Slotervaart-Zuid,46.5
2010,wijken,FP,Westlandgracht,53.1
2010,wijken,FQ,Sloten/Nieuw-Sloten,57.5
2010,wijken,KA,Hoofddorppleinbuurt,65.2
2010,wijken,KB,Schinkelbuurt,64.9
2010,wijken,KC,Willemspark,59.2
2010,wijken,KD,Museumkwartier,58.4
2010,wijken,KE,Oude Pijp,64.8
2010,wijken,KF,Nieuwe Pijp,64.5
2010,wijken,KG,Zuid Pijp,62.3
2010,wijken,KH,Stadionbuurt,62.7
2010,wijken,KJ,Apollobuurt,53.7
2010,wijken,KK,Scheldebuurt,58.8
2010,wijken,KL,IJselbuurt,62.2
2010,wijken,KM,Rijnbuurt,61.8
2010,wijken,KN,Prinses Irenebuurt e.o.,51.1
