Year,Geography,Code,Name,18 - 26 years (%)
2006,wijken,MM,Frankendael,13.9
2006,wijken,MN,Middenmeer,8.4
2006,wijken,MP,Betondorp,7.2
2006,wijken,MQ,Omval/Overamstel,27.4
2006,wijken,NB,Noordelijke IJ-oevers-West,63.7
2006,wijken,NC,Tuindorp Oostzaan,9.7
2006,wijken,ND,Kadoelen,7.2
2006,wijken,NE,Banne Buiksloot,10.2
2006,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,7.2
2006,wijken,NG,Elzenhagen,9.5
2006,wijken,NH,Buikslotermeer,12.5
2006,wijken,NJ,Waterlandpleinbuurt,11.9
2006,wijken,NK,Volewijck,12.4
2006,wijken,NL,IJplein/Vogelbuurt,13.2
2006,wijken,NM,Tuindorp Buiksloot,9.1
2006,wijken,NN,Tuindorp Nieuwendam,5.8
2006,wijken,NP,Noordelijke IJ-oevers-Oost,15.2
2006,wijken,NQ,Waterland,6.5
2006,wijken,SA,Driemond,7.8
2006,wijken,TA,Amstel III/Bullewijk,38.5
2006,wijken,TB,Venserpolder,14.5
2006,wijken,TC,Amsterdamse Poort e.o.,16
2006,wijken,TD,H-buurt,14.7
2006,wijken,TE,Ganzenhoef e.o.,15.2
2006,wijken,TF,Geerdinkhof/Kantershof,9.9
2006,wijken,TG,Bijlmermuseum,12.8
2006,wijken,TH,K-buurt,14.7
2006,wijken,TJ,Holendrecht,12.4
2006,wijken,TK,Nellestein,10
2006,wijken,TL,Reigersbos,14.4
2006,wijken,TM,Gein,14
2007,wijken,AA,Haarlemmerbuurt,10.8
2007,wijken,AB,Jordaan,11.8
2007,wijken,AC,Grachtengordel-West,12.2
2007,wijken,AD,Burgwallen-Nieuwe Zijde,22.6
2007,wijken,AE,Burgwallen-Oude Zijde,18.6
2007,wijken,AF,Nieuwmarkt/Lastage,12.5
2007,wijken,AG,Grachtengordel-Zuid,14.6
2007,wijken,AH,De Weteringschans,14.9
2007,wijken,AJ,Weesperbuurt/Plantage,15.8
2007,wijken,AK,Oostelijke Eilanden/Kadijken,12.8
2007,wijken,EA,Sloterdijk-West,20.9
2007,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,13.5
2007,wijken,EC,Houthavens,59.4
2007,wijken,ED,De Kolenkit,16.9
2007,wijken,EE,Landlust,16.3
2007,wijken,EF,Erasmuspark,16.7
2007,wijken,EG,Centrale Markt,7.7
2007,wijken,EH,Staatsliedenbuurt,12.3
2007,wijken,EJ,Frederik Hendrikbuurt,11.8
2007,wijken,EK,Van Galenbuurt,16
2007,wijken,EL,Geuzenbuurt,16.8
2007,wijken,EM,Hoofdweg e.o.,15.2
2007,wijken,EN,Chassébuurt,16.3
2007,wijken,EP,Bellamybuurt,15.4
2007,wijken,EQ,Da Costabuurt,12.9
2007,wijken,ER,Westindische Buurt,15.5
2007,wijken,ES,Van Lennepbuurt,15
2007,wijken,ET,Overtoomse Sluis,14.2
2007,wijken,EU,Helmersbuurt,12.7
2007,wijken,EV,Vondelparkbuurt,9.5
2007,wijken,FA,Sloterdijk Nieuw-West,21.8
2007,wijken,FB,Geuzenveld,13.8
2007,wijken,FC,Slotermeer-West,14.4
2007,wijken,FD,Slotermeer-Noordoost,14.3
2007,wijken,FE,Slotermeer-Zuidoost,11.8
2007,wijken,FF,Lutkemeer/Ookmeer,10.7
2007,wijken,FG,De Aker,9.5
2007,wijken,FH,De Punt,12.5
2007,wijken,FJ,Osdorp-Midden,15.4
2007,wijken,FK,Osdorp-Oost,12.6
2007,wijken,FL,Slotervaart-Noord,10.7
2007,wijken,FM,Overtoomse Veld,17.4
2007,wijken,FN,Slotervaart-Zuid,11.7
2007,wijken,FP,Westlandgracht,15
2007,wijken,FQ,Sloten/Nieuw-Sloten,8.2
2007,wijken,KA,Hoofddorppleinbuurt,12.8
2007,wijken,KB,Schinkelbuurt,12
2007,wijken,KC,Willemspark,10.6
2007,wijken,KD,Museumkwartier,11.1
2007,wijken,KE,Oude Pijp,17
2007,wijken,KF,Nieuwe Pijp,14.6
2007,wijken,KG,Zuid Pijp,11.5
2007,wijken,KH,Stadionbuurt,10.9
2007,wijken,KJ,Apollobuurt,9.3
2007,wijken,KK,Scheldebuurt,12.2
2007,wijken,KL,IJselbuurt,13.9
2007,wijken,KM,Rijnbuurt,13.4
2007,wijken,KN,Prinses Irenebuurt e.o.,8
2007,wijken,KP,Zuidas,9.6
2007,wijken,KQ,Buitenveldert-West,10.6
2007,wijken,KR,Buitenveldert-Oost,7.7
2007,wijken,MA,Oostelijk Havengebied,6.3
2007,wijken,MB,Weesperzijde,15.8
2007,wijken,MC,Oosterparkbuurt,13.7
2007,wijken,MD,Transvaalbuurt,14.6
2007,wijken,ME,Dapperbuurt,14
2007,wijken,MF,Indische Buurt-West,17.3
2007,wijken,MG,Indische Buurt-Oost,14.3
2007,wijken,MH,Zeeburgereiland/Bovendiep,55.4
2007,wijken,MJ,IJburg-West,6.3
2007,wijken,MK,IJburg-Oost,
2007,wijken,ML,IJburg-Zuid,
2007,wijken,MM,Frankendael,14.2
2007,wijken,MN,Middenmeer,8.4
2007,wijken,MP,Betondorp,6.4
2007,wijken,MQ,Omval/Overamstel,50
2007,wijken,NB,Noordelijke IJ-oevers-West,62.7
2007,wijken,NC,Tuindorp Oostzaan,9.6
2007,wijken,ND,Kadoelen,7.5
2007,wijken,NE,Banne Buiksloot,11.2
2007,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,7.3
2007,wijken,NG,Elzenhagen,9.1
2007,wijken,NH,Buikslotermeer,12.6
2007,wijken,NJ,Waterlandpleinbuurt,12.4
2007,wijken,NK,Volewijck,12.7
2007,wijken,NL,IJplein/Vogelbuurt,13.3
2007,wijken,NM,Tuindorp Buiksloot,10
2007,wijken,NN,Tuindorp Nieuwendam,6.6
2007,wijken,NP,Noordelijke IJ-oevers-Oost,10.3
2007,wijken,NQ,Waterland,6.4
2007,wijken,SA,Driemond,7.9
2007,wijken,TA,Amstel III/Bullewijk,25.7
2007,wijken,TB,Venserpolder,14.8
2007,wijken,TC,Amsterdamse Poort e.o.,15.8
2007,wijken,TD,H-buurt,15.3
2007,wijken,TE,Ganzenhoef e.o.,16.9
2007,wijken,TF,Geerdinkhof/Kantershof,10
2007,wijken,TG,Bijlmermuseum,12.9
2007,wijken,TH,K-buurt,11.5
2007,wijken,TJ,Holendrecht,12.5
2007,wijken,TK,Nellestein,10.6
2007,wijken,TL,Reigersbos,14.3
2007,wijken,TM,Gein,14.3
2008,wijken,AA,Haarlemmerbuurt,12.1
2008,wijken,AB,Jordaan,12.5
2008,wijken,AC,Grachtengordel-West,12.8
2008,wijken,AD,Burgwallen-Nieuwe Zijde,22.8
2008,wijken,AE,Burgwallen-Oude Zijde,20.7
2008,wijken,AF,Nieuwmarkt/Lastage,13.7
2008,wijken,AG,Grachtengordel-Zuid,14.9
2008,wijken,AH,De Weteringschans,15.2
2008,wijken,AJ,Weesperbuurt/Plantage,17.3
2008,wijken,AK,Oostelijke Eilanden/Kadijken,13.5
2008,wijken,EA,Sloterdijk-West,15.6
2008,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,13
2008,wijken,EC,Houthavens,61.2
2008,wijken,ED,De Kolenkit,17
2008,wijken,EE,Landlust,16.1
2008,wijken,EF,Erasmuspark,16.5
2008,wijken,EG,Centrale Markt,8.3
2008,wijken,EH,Staatsliedenbuurt,12.1
2008,wijken,EJ,Frederik Hendrikbuurt,12
2008,wijken,EK,Van Galenbuurt,15.8
2008,wijken,EL,Geuzenbuurt,17.2
2008,wijken,EM,Hoofdweg e.o.,15.3
2008,wijken,EN,Chassébuurt,17.4
2008,wijken,EP,Bellamybuurt,15.7
2008,wijken,EQ,Da Costabuurt,14.2
2008,wijken,ER,Westindische Buurt,16.1
2008,wijken,ES,Van Lennepbuurt,15.2
2008,wijken,ET,Overtoomse Sluis,14
2008,wijken,EU,Helmersbuurt,13.4
2008,wijken,EV,Vondelparkbuurt,9.5
2008,wijken,FA,Sloterdijk Nieuw-West,23
2008,wijken,FB,Geuzenveld,15.2
2008,wijken,FC,Slotermeer-West,14.1
2008,wijken,FD,Slotermeer-Noordoost,14.7
2008,wijken,FE,Slotermeer-Zuidoost,12.2
2008,wijken,FF,Lutkemeer/Ookmeer,11.2
2008,wijken,FG,De Aker,9.9
2008,wijken,FH,De Punt,13.6
2008,wijken,FJ,Osdorp-Midden,15.3
2008,wijken,FK,Osdorp-Oost,12.4
2008,wijken,FL,Slotervaart-Noord,10.8
2008,wijken,FM,Overtoomse Veld,18.7
2008,wijken,FN,Slotervaart-Zuid,12.6
2008,wijken,FP,Westlandgracht,19.3
2008,wijken,FQ,Sloten/Nieuw-Sloten,8.7
2008,wijken,KA,Hoofddorppleinbuurt,12.7
2008,wijken,KB,Schinkelbuurt,12.4
2008,wijken,KC,Willemspark,10.1
2008,wijken,KD,Museumkwartier,11.1
2008,wijken,KE,Oude Pijp,17.6
2008,wijken,KF,Nieuwe Pijp,15
2008,wijken,KG,Zuid Pijp,11.5
2008,wijken,KH,Stadionbuurt,10.9
2008,wijken,KJ,Apollobuurt,9.3
2008,wijken,KK,Scheldebuurt,12.4
2008,wijken,KL,IJselbuurt,14.6
2008,wijken,KM,Rijnbuurt,13.2
2008,wijken,KN,Prinses Irenebuurt e.o.,6.9
2008,wijken,KP,Zuidas,11.5
2008,wijken,KQ,Buitenveldert-West,10.6
2008,wijken,KR,Buitenveldert-Oost,8.8
2008,wijken,MA,Oostelijk Havengebied,6.6
2008,wijken,MB,Weesperzijde,16.3
2008,wijken,MC,Oosterparkbuurt,14.1
2008,wijken,MD,Transvaalbuurt,14.9
2008,wijken,ME,Dapperbuurt,14.2
2008,wijken,MF,Indische Buurt-West,17.5
2008,wijken,MG,Indische Buurt-Oost,13.5
2008,wijken,MH,Zeeburgereiland/Bovendiep,54.7
2008,wijken,MJ,IJburg-West,6.1
2008,wijken,MK,IJburg-Oost,
2008,wijken,ML,IJburg-Zuid,15.5
2008,wijken,MM,Frankendael,16.4
2008,wijken,MN,Middenmeer,9.2
2008,wijken,MP,Betondorp,6.4
2008,wijken,MQ,Omval/Overamstel,50.9
2008,wijken,NB,Noordelijke IJ-oevers-West,62.9
2008,wijken,NC,Tuindorp Oostzaan,9.7
2008,wijken,ND,Kadoelen,7.3
2008,wijken,NE,Banne Buiksloot,10.7
2008,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,7.2
2008,wijken,NG,Elzenhagen,9.1
2008,wijken,NH,Buikslotermeer,13.1
2008,wijken,NJ,Waterlandpleinbuurt,13.3
2008,wijken,NK,Volewijck,13.6
2008,wijken,NL,IJplein/Vogelbuurt,13.1
2008,wijken,NM,Tuindorp Buiksloot,10.2
2008,wijken,NN,Tuindorp Nieuwendam,7.1
2008,wijken,NP,Noordelijke IJ-oevers-Oost,6.3
2008,wijken,NQ,Waterland,6.3
2008,wijken,SA,Driemond,7.9
2008,wijken,TA,Amstel III/Bullewijk,15.5
2008,wijken,TB,Venserpolder,15.6
2008,wijken,TC,Amsterdamse Poort e.o.,15.9
2008,wijken,TD,H-buurt,14.7
2008,wijken,TE,Ganzenhoef e.o.,17.8
2008,wijken,TF,Geerdinkhof/Kantershof,10.5
2008,wijken,TG,Bijlmermuseum,12.8
2008,wijken,TH,K-buurt,12.4
2008,wijken,TJ,Holendrecht,12.7
2008,wijken,TK,Nellestein,9.4
2008,wijken,TL,Reigersbos,14.5
2008,wijken,TM,Gein,14.3
2009,wijken,AA,Haarlemmerbuurt,11.3
2009,wijken,AB,Jordaan,12.5
2009,wijken,AC,Grachtengordel-West,14.7
2009,wijken,AD,Burgwallen-Nieuwe Zijde,23.7
2009,wijken,AE,Burgwallen-Oude Zijde,20.6
2009,wijken,AF,Nieuwmarkt/Lastage,14.2
2009,wijken,AG,Grachtengordel-Zuid,16
2009,wijken,AH,De Weteringschans,15.6
2009,wijken,AJ,Weesperbuurt/Plantage,18.4
2009,wijken,AK,Oostelijke Eilanden/Kadijken,14.1
2009,wijken,EA,Sloterdijk-West,9.8
2009,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,13.1
2009,wijken,EC,Houthavens,61.2
2009,wijken,ED,De Kolenkit,17.2
2009,wijken,EE,Landlust,15.7
2009,wijken,EF,Erasmuspark,17.1
2009,wijken,EG,Centrale Markt,7.9
2009,wijken,EH,Staatsliedenbuurt,12
2009,wijken,EJ,Frederik Hendrikbuurt,12.8
2009,wijken,EK,Van Galenbuurt,15.7
2009,wijken,EL,Geuzenbuurt,17.6
2009,wijken,EM,Hoofdweg e.o.,14.7
2009,wijken,EN,Chassébuurt,15.8
2009,wijken,EP,Bellamybuurt,16.7
2009,wijken,EQ,Da Costabuurt,14.8
2009,wijken,ER,Westindische Buurt,16.2
2009,wijken,ES,Van Lennepbuurt,14.9
2009,wijken,ET,Overtoomse Sluis,14.1
2009,wijken,EU,Helmersbuurt,14.1
2009,wijken,EV,Vondelparkbuurt,10.1
2009,wijken,FA,Sloterdijk Nieuw-West,17.8
2009,wijken,FB,Geuzenveld,14.5
2009,wijken,FC,Slotermeer-West,14.5
2009,wijken,FD,Slotermeer-Noordoost,14.4
2009,wijken,FE,Slotermeer-Zuidoost,12.7
2009,wijken,FF,Lutkemeer/Ookmeer,11.7
2009,wijken,FG,De Aker,10.3
2009,wijken,FH,De Punt,13.3
2009,wijken,FJ,Osdorp-Midden,14.7
2009,wijken,FK,Osdorp-Oost,13.2
2009,wijken,FL,Slotervaart-Noord,11.4
2009,wijken,FM,Overtoomse Veld,19.3
2009,wijken,FN,Slotervaart-Zuid,13.3
2009,wijken,FP,Westlandgracht,22.4
2009,wijken,FQ,Sloten/Nieuw-Sloten,9.5
2009,wijken,KA,Hoofddorppleinbuurt,13.2
2009,wijken,KB,Schinkelbuurt,13.5
2009,wijken,KC,Willemspark,10.5
2009,wijken,KD,Museumkwartier,11.6
2009,wijken,KE,Oude Pijp,18.4
2009,wijken,KF,Nieuwe Pijp,15.2
2009,wijken,KG,Zuid Pijp,11.5
2009,wijken,KH,Stadionbuurt,10.9
2009,wijken,KJ,Apollobuurt,9.6
2009,wijken,KK,Scheldebuurt,12.6
2009,wijken,KL,IJselbuurt,14.6
2009,wijken,KM,Rijnbuurt,13.3
2009,wijken,KN,Prinses Irenebuurt e.o.,6.8
2009,wijken,KP,Zuidas,30.8
2009,wijken,KQ,Buitenveldert-West,11
2009,wijken,KR,Buitenveldert-Oost,9.9
2009,wijken,MA,Oostelijk Havengebied,6.8
2009,wijken,MB,Weesperzijde,16.3
2009,wijken,MC,Oosterparkbuurt,13.7
2009,wijken,MD,Transvaalbuurt,15.9
2009,wijken,ME,Dapperbuurt,13.9
2009,wijken,MF,Indische Buurt-West,16.8
2009,wijken,MG,Indische Buurt-Oost,13.4
2009,wijken,MH,Zeeburgereiland/Bovendiep,55.2
2009,wijken,MJ,IJburg-West,6.6
2009,wijken,MK,IJburg-Oost,
2009,wijken,ML,IJburg-Zuid,13.1
2009,wijken,MM,Frankendael,16.9
2009,wijken,MN,Middenmeer,13.6
2009,wijken,MP,Betondorp,6.9
2009,wijken,MQ,Omval/Overamstel,51.7
2009,wijken,NB,Noordelijke IJ-oevers-West,60.3
2009,wijken,NC,Tuindorp Oostzaan,9.6
2009,wijken,ND,Kadoelen,7.8
2009,wijken,NE,Banne Buiksloot,11
2009,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,6.5
2009,wijken,NG,Elzenhagen,10.3
2009,wijken,NH,Buikslotermeer,13.5
2009,wijken,NJ,Waterlandpleinbuurt,14.5
2009,wijken,NK,Volewijck,13.3
2009,wijken,NL,IJplein/Vogelbuurt,13.9
2009,wijken,NM,Tuindorp Buiksloot,10.6
2009,wijken,NN,Tuindorp Nieuwendam,7.3
2009,wijken,NP,Noordelijke IJ-oevers-Oost,10.7
2009,wijken,NQ,Waterland,6.5
2009,wijken,SA,Driemond,7.4
2009,wijken,TA,Amstel III/Bullewijk,14.4
2009,wijken,TB,Venserpolder,15.5
2009,wijken,TC,Amsterdamse Poort e.o.,17.1
2009,wijken,TD,H-buurt,14.8
2009,wijken,TE,Ganzenhoef e.o.,17.6
2009,wijken,TF,Geerdinkhof/Kantershof,11.1
2009,wijken,TG,Bijlmermuseum,13.1
2009,wijken,TH,K-buurt,13.7
2009,wijken,TJ,Holendrecht,12.9
2009,wijken,TK,Nellestein,9.1
2009,wijken,TL,Reigersbos,14.1
2009,wijken,TM,Gein,14.8
2010,wijken,AA,Haarlemmerbuurt,11.2
2010,wijken,AB,Jordaan,12.8
2010,wijken,AC,Grachtengordel-West,15.3
2010,wijken,AD,Burgwallen-Nieuwe Zijde,22.7
2010,wijken,AE,Burgwallen-Oude Zijde,21.1
2010,wijken,AF,Nieuwmarkt/Lastage,14.7
2010,wijken,AG,Grachtengordel-Zuid,16.6
2010,wijken,AH,De Weteringschans,15.9
2010,wijken,AJ,Weesperbuurt/Plantage,18
2010,wijken,AK,Oostelijke Eilanden/Kadijken,14.3
2010,wijken,EA,Sloterdijk-West,10.8
2010,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,11.9
2010,wijken,EC,Houthavens,58.2
2010,wijken,ED,De Kolenkit,17.1
2010,wijken,EE,Landlust,16.3
2010,wijken,EF,Erasmuspark,16.2
2010,wijken,EG,Centrale Markt,8.7
2010,wijken,EH,Staatsliedenbuurt,11.9
2010,wijken,EJ,Frederik Hendrikbuurt,12.5
2010,wijken,EK,Van Galenbuurt,15.5
2010,wijken,EL,Geuzenbuurt,18
2010,wijken,EM,Hoofdweg e.o.,14.4
2010,wijken,EN,Chassébuurt,16.1
2010,wijken,EP,Bellamybuurt,16.8
2010,wijken,EQ,Da Costabuurt,14.2
2010,wijken,ER,Westindische Buurt,16.6
2010,wijken,ES,Van Lennepbuurt,14.3
2010,wijken,ET,Overtoomse Sluis,14.4
2010,wijken,EU,Helmersbuurt,14.4
2010,wijken,EV,Vondelparkbuurt,12.4
2010,wijken,FA,Sloterdijk Nieuw-West,20.3
2010,wijken,FB,Geuzenveld,15.2
2010,wijken,FC,Slotermeer-West,14.1
2010,wijken,FD,Slotermeer-Noordoost,14.7
2010,wijken,FE,Slotermeer-Zuidoost,13.4
2010,wijken,FF,Lutkemeer/Ookmeer,11.6
2010,wijken,FG,De Aker,11.1
2010,wijken,FH,De Punt,13.3
2010,wijken,FJ,Osdorp-Midden,14.3
2010,wijken,FK,Osdorp-Oost,13.4
2010,wijken,FL,Slotervaart-Noord,11.7
2010,wijken,FM,Overtoomse Veld,19.1
2010,wijken,FN,Slotervaart-Zuid,12.9
2010,wijken,FP,Westlandgracht,23.1
2010,wijken,FQ,Sloten/Nieuw-Sloten,10.2
2010,wijken,KA,Hoofddorppleinbuurt,13.4
2010,wijken,KB,Schinkelbuurt,13.7
2010,wijken,KC,Willemspark,10.6
2010,wijken,KD,Museumkwartier,12
2010,wijken,KE,Oude Pijp,19
2010,wijken,KF,Nieuwe Pijp,15.7
2010,wijken,KG,Zuid Pijp,12
2010,wijken,KH,Stadionbuurt,12.3
2010,wijken,KJ,Apollobuurt,10.6
2010,wijken,KK,Scheldebuurt,13.7
2010,wijken,KL,IJselbuurt,14.4
2010,wijken,KM,Rijnbuurt,14
2010,wijken,KN,Prinses Irenebuurt e.o.,7.5
